iter	Passed	Remaining
112	63107	16690998
113	63623	16679523
114	64222	16689584
115	64789	16691223
116	65342	16689054
117	65882	16683902
118	66432	16681243
119	66959	16672987
120	67481	16663352
121	68038	16662618
122	68590	16660895
123	69147	16660064
124	69677	16653032
125	70218	16648476
126	70792	16651888
127	71292	16637820
128	71847	16636829
129	72440	16644508
130	72942	16631448
131	73504	16632152
132	73990	16615625
133	74477	16599564
134	74993	16590237
135	75526	16584827
136	76070	16581747
137	76604	16576450
138	77162	16576596
139	77691	16570576
140	78256	16571988
141	78767	16562184
142	79301	16557303
143	79808	16546883
144	80357	16545272
145	80858	16533805
146	82412	16736405
147	82988	16738958
148	83518	16732329
149	84022	16720476
150	84574	16718227
151	85116	16714250
152	85705	16719339
153	86226	16711098
154	86803	16713780
155	87317	16704603
156	87869	16702387
157	88377	16692206
158	88953	16694667
159	89555	16702115
160	90165	16710931
161	90758	16716437
162	91221	16697979
163	91751	16691970
164	92316	16692577
165	92885	16693606
166	93387	16682870
167	93952	16683338
168	94504	16681388
169	95084	16684546
170	95603	16677010
171	96155	16675121
172	96684	16669459
173	97243	16668873
174	97769	16662735
175	98375	16670229
176	98852	16655726
177	99420	16656914
178	99952	16651814
179	100576	16662092
180	101080	16652542
181	101685	16659716
182	102207	16653089
183	102785	16655699
184	103344	16655191
185	103918	16657171
186	104489	16658521
187	105077	16662536
188	105582	16653506
189	106166	16656907
190	106668	16647513
191	107235	16648250
192	107786	16646540
193	108365	16649114
194	108922	16648360
195	109527	16654852
196	110055	16649644
197	110629	16651371
198	111219	16655590
199	111784	16655847
200	112290	16647462
201	112888	16652756
202	113412	16647037
203	114008	16651994
204	114545	16648212
205	115116	16649449
206	115630	16642418
207	116211	16645035
208	116774	16645116
209	117362	16648702
210	117911	16646751
211	118537	16655662
212	119030	16645776
213	119628	16650787
214	120113	16639841
215	120735	16648128
216	121215	16636629
217	121769	16635499
218	122286	16629354
219	123660	16739149
220	124593	16788557
221	125134	16784990
222	125635	16775940
223	126164	16770908
224	126702	16766958
225	127307	16771888
226	127787	16760363
227	128359	16760995
228	128882	16755316
229	129496	16761400
230	130020	16755764
231	130642	16762801
232	131240	16766714
233	131801	16765835
234	132432	16773814
235	132937	16765903
236	133521	16767940
237	134029	16760396
238	134570	16757092
239	135118	16754715
240	135633	16748240
241	136247	16753887
242	136871	16760840
243	137353	16750399
244	137926	16751046
245	138505	16752428
246	139074	16752582
247	139609	16748674
248	140181	16749141
249	140715	16745091
250	141397	16758729
251	141900	16750981
252	142538	16759243
253	143020	16749157
254	143631	16754212
255	144151	16748552
256	144706	16747057
257	145214	16740171
258	145841	16746960
259	146327	16737661
260	146963	16745437
261	147474	16738876
262	148087	16743971
263	148594	16737133
264	149231	16744906
265	149705	16734319
266	150226	16729105
267	150826	16732792
268	151490	16743371
269	152021	16739204
270	152681	16749322
271	153242	16748485
272	153864	16754331
273	154416	16752537
274	154986	16752599
275	155520	16748907
276	156108	16750925
277	156611	16743946
278	157951	16826129
279	158539	16827839
280	159180	16835132
281	159723	16832172
282	160325	16835264
283	160854	16830820
284	161481	16836522
285	162017	16832802
286	162591	16833028
287	163156	16832357
288	163791	16838781
289	164360	16838488
290	164971	16842404
291	165495	16837477
292	166650	16896501
293	167711	16945656
294	168278	16944795
295	168751	16934433
296	169371	16938876
297	169965	16940647
298	170533	16939900
299	171065	16935474
300	171656	16937007
301	172181	16931951
302	172807	16936802
303	173312	16929922
304	173952	16936086
305	174450	16928537
306	175107	16936404
307	175678	16935890
308	176320	16942210
309	176860	16938683
310	177503	16945055
311	178031	16940369
312	178745	16953393
313	179300	16951359
314	179961	16959211
315	180479	16953603
316	181086	16956439
317	181626	16952967
318	182210	16953597
319	182744	16949537
320	183365	16953553
321	183845	16944616
322	184521	16953666
323	185027	16947141
324	185674	16953544
325	186198	16948673
326	186830	16953611
327	187342	16947621
328	187967	16951895
329	188509	16948694
330	189088	16948805
331	189594	16942482
332	190171	16942381
333	190642	16932965
334	191245	16935215
335	191716	16925855
336	192193	16917048
337	192829	16922226
338	193313	16914033
339	193902	16915123
340	194413	16909445
341	195050	16914637
342	195593	16911713
343	196237	16917463
344	196778	16914392
345	197398	16918080
346	197864	16908603
347	198438	16908358
348	198903	16898839
349	199482	16899038
350	199961	16890780
351	200564	16893026
352	201046	16885087
353	201720	16893246
354	202248	16889209
355	202914	16896618
356	203475	16895307
357	204063	16896269
358	204604	16893302
359	205202	16895035
360	205677	16886644
361	206355	16894913
362	206832	16886734
363	207412	16887005
364	207939	16882972
365	208452	16877816
366	209817	16941482
367	210645	16961550
368	211290	16966838
369	211787	16960204
370	212420	16964464
371	212918	16957892
372	213555	16962469
373	214078	16957997
374	215501	17024582
375	216031	17020486
376	216671	17025053
377	217237	17023863
378	217881	17028672
379	218406	17024218
380	219091	17032237
381	219656	17030816
382	220370	17041045
383	220971	17042409
384	221539	17041284
385	222018	17033333
386	222628	17035357
387	223146	17030428
388	223784	17034690
389	224331	17031944
390	224952	17034840
391	225449	17028347
392	226036	17028662
393	226552	17023644
394	227154	17025113
395	227650	17018609
396	228253	17020086
397	228736	17012737
398	229375	17016910
399	229917	17013926
400	230497	17013727
401	230978	17006255
402	231466	16999270
403	232061	17000243
404	232530	16991978
405	233128	16993151
406	233601	16985200
407	234195	16986064
408	234713	16981438
409	235329	16983907
410	235822	16977512
411	236487	16983500
412	237066	16983236
413	237705	16987346
414	238260	16985416
415	238897	16989276
416	239415	16984738
417	240071	16989956
418	240632	16988432
419	241305	16994767
420	241813	16989555
421	242480	16995477
422	242982	16989799
423	243669	16997109
424	244139	16989267
425	244827	16996532
426	245334	16991251
427	246016	16998105
428	246543	16994255
429	247194	16998957
430	247706	16994050
431	248327	16996654
432	248860	16993198
433	249569	17001757
434	250109	16998811
435	250748	17002563
436	251292	16999890
437	251941	17004347
438	252435	16998309
439	253100	17003749
440	253608	16998645
441	254246	17002270
442	255839	17069664
443	256356	17065020
444	257012	17069683
445	257555	17066805
446	258199	17070627
447	258759	17068907
448	260169	17123099
449	260648	17115929
450	261285	17119121
451	261838	17116826
452	262452	17118479
453	262943	17112158
454	263605	17116991
455	264180	17116085
456	264859	17121972
457	265460	17122755
458	266087	17125222
459	266610	17121012
460	267301	17127593
461	267802	17121950
462	268470	17127003
463	269033	17125380
464	269718	17131496
465	270235	17126919
466	270865	17129475
467	271426	17127707
468	272090	17132435
469	272638	17129803
470	273365	17138426
471	273897	17134851
472	274643	17144599
473	275186	17141701
474	275847	17146105
475	276397	17143605
476	277045	17147177
477	277623	17146416
478	278267	17149757
479	278815	17147170
480	279491	17152414
481	280047	17150320
482	280689	17153412
483	281223	17149980
484	281867	17153221
485	282416	17150707
486	283087	17155591
487	283604	17151119
488	284276	17156023
489	284827	17153561
490	285472	17156840
491	286025	17154547
492	286697	17159375
493	287257	17157545
494	287938	17162876
495	288475	17159642
496	289153	17164783
497	289676	17160740
498	290376	17167138
499	290858	17160664
500	291526	17165163
501	292059	17161708
502	292750	17167517
503	293279	17163855
504	293952	17168594
505	294436	17162299
506	295134	17168430
507	295636	17163224
508	296166	17159638
509	296789	17161437
510	297299	17156680
511	298768	17207195
512	299281	17202570
513	299981	17208644
514	300473	17202823
515	301161	17208243
516	301681	17203986
517	302938	17241753
518	303936	17264660
519	304669	17272399
520	305188	17268045
521	305841	17271265
522	306389	17268515
523	307073	17273488
524	307602	17269673
525	308314	17276165
526	308777	17268708
527	309439	17272353
528	309975	17268994
529	310469	17263301
530	311147	17267831
531	311658	17263066
532	312340	17267777
533	312874	17264357
534	313581	17270439
535	314111	17266778
536	314756	17269383
537	315327	17267996
538	315969	17270477
539	316527	17268308
540	317164	17270529
541	317704	17267418
542	318363	17270754
543	318898	17267409
544	319631	17274782
545	320181	17272215
546	320874	17277360
547	321413	17274209
548	322128	17280530
549	322600	17273796
550	323303	17279447
551	323850	17276711
552	324589	17284231
553	325137	17281612
554	325844	17287346
555	326408	17285552
556	327085	17289737
557	327567	17283598
558	328196	17285194
559	328708	17280665
560	329336	17282217
561	329938	17282458
562	330499	17280467
563	331090	17280117
564	331667	17279016
565	332358	17283834
566	332917	17281788
567	333575	17284838
568	334142	17283232
569	335601	17327646
570	336163	17325652
571	336859	17330622
572	337403	17327706
573	338101	17332696
574	338618	17328424
575	339271	17331128
576	339806	17327752
577	340505	17332769
578	341096	17332305
579	341762	17335610
580	342288	17331803
581	342939	17334372
582	343512	17332929
583	344207	17337676
584	344751	17334813
585	345445	17339467
586	345985	17336388
587	346748	17344497
588	347279	17340987
589	347958	17344824
590	348469	17340358
591	349207	17347106
592	349700	17341734
593	350455	17349335
594	351020	17347482
595	351755	17354055
596	352307	17351595
597	353008	17356439
598	353535	17352773
599	354236	17357568
600	354762	17353849
601	355490	17359960
602	356024	17356640
603	356738	17362062
604	357293	17359730
605	358037	17366600
606	358560	17362704
607	359249	17366874
608	359800	17364345
609	360571	17372434
610	361070	17367422
611	361525	17360296
612	362217	17364589
613	362774	17362346
614	363458	17366210
615	364038	17365087
616	364736	17369635
617	365289	17367222
618	366738	17407323
619	367256	17403209
620	367915	17405774
621	368435	17401765
622	369145	17406733
623	369670	17402951
624	370421	17409789
625	370922	17404933
626	371676	17411885
627	372172	17406768
628	372828	17409156
629	374336	17451207
630	375028	17455175
631	375733	17459719
632	376299	17457789
633	376969	17460705
634	377490	17456713
635	378221	17462416
636	378734	17458037
637	379448	17462937
638	379989	17459876
639	380764	17467581
640	381277	17463213
641	381994	17468198
642	382514	17464205
643	383221	17468721
644	383750	17465110
645	384423	17468044
646	384977	17465617
647	385713	17471413
648	386238	17467618
649	386758	17463613
650	387441	17466994
651	387946	17462358
652	388609	17464825
653	389150	17461790
654	389853	17466035
655	390355	17461274
656	391075	17466231
657	391604	17462700
658	392361	17469318
659	392889	17465719
660	393623	17471294
661	394198	17469780
662	394958	17476483
663	395478	17472511
664	396190	17477078
665	396675	17471605
666	398087	17506909
667	398679	17506081
668	399389	17510472
669	399985	17509833
670	400507	17505935
671	401268	17512501
672	401769	17507727
673	402434	17510073
674	402997	17508010
675	403759	17514560
676	404324	17512556
677	405038	17517030
678	405553	17512879
679	406229	17515645
680	406709	17510022
681	407429	17514671
682	408040	17514664
683	408753	17519021
684	409271	17515047
685	409974	17518938
686	410501	17515343
687	411286	17522714
688	411826	17519657
689	412598	17526486
690	413180	17525180
691	413893	17529481
692	414374	17523921
693	415056	17526866
694	415581	17523209
695	416081	17518472
696	416799	17522905
697	417355	17520558
698	418061	17524480
699	418630	17522691
700	419349	17527144
701	419918	17525304
702	421352	17559546
703	422218	17570055
704	422949	17574908
705	423474	17571203
706	424161	17574208
707	424715	17571705
708	425505	17578958
709	426068	17576834
710	427527	17611593
711	428059	17608170
712	428761	17611708
713	429226	17605512
714	429888	17607387
715	430432	17604452
716	430968	17601171
717	431698	17605843
718	432261	17603676
719	432966	17607304
720	433527	17605072
721	434268	17610139
722	434792	17606377
723	435476	17609118
724	435940	17602980
725	436692	17608441
726	437254	17606276
727	438025	17612473
728	438515	17607371
729	439258	17612470
730	439777	17608548
731	440562	17615281
732	441027	17609191
733	441527	17604557
734	442251	17608835
735	442733	17603483
736	443519	17610174
737	444014	17605363
738	444780	17611277
739	445364	17609959
740	446098	17614569
741	446639	17611557
742	447404	17617375
743	447936	17614026
744	448731	17621008
745	449231	17616392
746	450006	17622548
747	450514	17618256
748	451330	17625994
749	451841	17621824
750	452672	17630122
751	453222	17627453
752	454672	17659770
753	455223	17657124
754	455705	17651807
755	456430	17655898
756	456957	17652307
757	457679	17656290
758	458161	17651000
759	458916	17656213
760	459429	17652127
761	460145	17655817
762	460627	17650539
763	461315	17653162
764	461875	17650889
765	462347	17645274
766	463057	17648727
767	463541	17643565
768	464311	17649263
769	464851	17646257
770	465632	17652381
771	466179	17649613
772	466905	17653636
773	467429	17649979
774	468229	17656798
775	468711	17651561
776	469601	17661730
777	471130	17695850
778	471625	17691098
779	472341	17694639
780	472883	17691656
781	473691	17698598
782	474240	17695881
783	474969	17699871
784	475495	17696289
785	476272	17702059
786	476781	17697853
787	477601	17705180
788	478086	17700094
789	478582	17695429
790	479353	17700926
791	479837	17695833
792	481377	17729643
793	481925	17726836
794	482706	17732643
795	483235	17729143
796	483985	17733782
797	484458	17728254
798	485228	17733624
799	485761	17730292
800	486554	17736462
801	487033	17731174
802	487621	17729880
803	488292	17731587
804	488788	17726935
805	489569	17732625
806	490111	17729642
807	490890	17735236
808	491401	17731142
809	492199	17737409
810	492729	17733997
811	493533	17740452
812	494006	17735020
813	494762	17739735
814	495273	17735637
815	495766	17730930
816	496514	17735349
817	496983	17729797
818	497722	17733879
819	498279	17731464
820	499034	17736098
821	499545	17732054
822	500281	17735983
823	500815	17732773
824	501603	17738530
825	502127	17734932
826	502762	17735298
827	503399	17735701
828	503952	17733173
829	504764	17739724
830	505268	17735487
831	506010	17739571
832	506538	17736139
833	508103	17769010
834	508654	17766354
835	509440	17771912
836	509981	17768927
837	510775	17774741
838	511325	17772051
839	512080	17776525
840	512562	17771467
841	513329	17776320
842	513863	17773092
843	514487	17772976
844	515173	17775025
845	515739	17772906
846	516499	17777463
847	517055	17775011
848	517815	17779561
849	518294	17774452
850	519097	17780461
851	519610	17776524
852	520429	17783061
853	520949	17779376
854	521750	17785299
855	522269	17781567
856	522932	17782764
857	523521	17781418
858	524057	17778282
859	524831	17783259
860	525376	17780427
861	526139	17784984
862	526637	17780588
863	527410	17785438
864	527904	17780913
865	528697	17786445
866	529177	17781469
867	530001	17788006
868	530474	17782811
869	532065	17815005
870	532617	17812413
871	533085	17807023
872	533884	17812669
873	534414	17809327
874	535182	17813915
875	535704	17810351
876	536498	17815783
877	537003	17811635
878	537774	17816308
879	538286	17812379
880	538927	17812749
881	539538	17812096
882	540067	17808785
883	540854	17813921
884	541364	17809966
885	542140	17814768
886	542682	17811864
887	543499	17817957
888	544062	17815741
889	544867	17821441
890	545355	17816767
891	546138	17821758
892	546705	17819646
893	547509	17825290
894	548019	17821349
895	548673	17822105
896	549335	17823083
897	549831	17818689
898	550626	17824017
899	551182	17821560
900	551946	17825865
901	552456	17821933
902	553216	17826056
903	553739	17822570
904	555364	17854524
905	555880	17850762
906	556714	17857229
907	557223	17853235
908	557843	17852838
909	558491	17853330
910	559026	17850177
911	559794	17854509
912	560329	17851386
913	561143	17857133
914	561628	17852432
915	562393	17856600
916	562906	17852797
917	563713	17858301
918	564225	17854459
919	564940	17857027
920	565542	17856023
921	566186	17856367
922	566890	17858593
923	567367	17853661
924	568705	17875807
925	569661	17885896
926	570195	17882731
927	570970	17887130
928	571488	17883477
929	572249	17887418
930	572841	17886054
931	573699	17893032
932	574257	17890605
933	575029	17894870
934	575536	17890873
935	576385	17897515
936	576894	17893567
937	577524	17893395
938	578970	17918484
939	579498	17915144
940	580295	17920107
941	580859	17917842
942	581631	17922036
943	582206	17920116
944	582986	17924506
945	583482	17920186
946	584313	17926132
947	584824	17922271
948	585633	17927541
949	586153	17923971
950	586919	17927905
951	587503	17926265
952	588217	17928606
953	588956	17931682
954	589521	17929491
955	590314	17934190
956	590844	17930940
957	591650	17936021
958	592139	17931510
959	592924	17935959
960	593417	17931577
961	594219	17936537
962	594722	17932457
963	595459	17935428
964	596103	17935608
965	596614	17931783
966	597422	17936880
967	597934	17933091
968	598793	17939713
969	599261	17934611
970	600097	17940499
971	600613	17936852
972	602255	17966785
973	602788	17963603
974	603654	17970317
975	604159	17966308
976	604790	17966057
977	605460	17966940
978	605961	17962819
979	606788	17968383
980	607308	17964818
981	608114	17969723
982	608640	17966342
983	609445	17971207
984	609925	17966490
985	610572	17966683
986	611202	17966378
987	611694	17962024
988	612545	17968203
989	613059	17964513
990	613890	17970071
991	614451	17967761
992	615319	17974383
993	615827	17970528
994	616670	17976396
995	617227	17973957
996	618069	17979810
997	618588	17976266
998	619261	17977167
999	619936	17978146
1000	620450	17974459
1001	621273	17979716
1002	621784	17975948
1003	622666	17982907
1004	623153	17978454
1005	624760	18006272
1006	625275	18002584
1007	626120	18008407
1008	626622	18004369
1009	627432	18009174
1010	628064	18008855
1011	628610	18006094
1012	629446	18011614
1013	629982	18008558
1014	630808	18013782
1015	631362	18011242
1016	632653	18029698
1017	633785	18043572
1018	634301	18039919
1019	635114	18044717
1020	635671	18042250
1021	636498	18047416
1022	637006	18043544
1023	637850	18049172
1024	638384	18046026
1025	639254	18052408
1026	639767	18048679
1027	640649	18055335
1028	641162	18051620
1029	641788	18051082
1030	642497	18052877
1031	643024	18049537
1032	643883	18055549
1033	644386	18051559
1034	645987	18078292
1035	646502	18074625
1036	647374	18080917
1037	647870	18076704
1038	648714	18082214
1039	649207	18077929
1040	649894	18079060
1041	650613	18081059
1042	651265	18081197
1043	652011	18083958
1044	652527	18080324
1045	653351	18085210
1046	653900	18082511
1047	654757	18088289
1048	655256	18084193
1049	656131	18090482
1050	656660	18087217
1051	657551	18093908
1052	658041	18089591
1053	658747	18091190
1054	659445	18092548
1055	659989	18089712
1056	660841	18095291
1057	661326	18090852
1058	662151	18095689
1059	662658	18091838
1060	663511	18097419
1061	664067	18094903
1062	664921	18100496
1063	665413	18096241
1064	666119	18097803
1065	667562	18119387
1066	668082	18115879
1067	668954	18121900
1068	669503	18119184
1069	670350	18124514
1070	670865	18120896
1071	671696	18125782
1072	672161	18120790
1073	673028	18126642
1074	673564	18123571
1075	674238	18124238
1076	674879	18123980
1077	675454	18121992
1078	676266	18126327
1079	676845	18124429
1080	677703	18129982
1081	678225	18126558
1082	679091	18132297
1083	679617	18128979
1084	680485	18134788
1085	681048	18132447
1086	681897	18137715
1087	682401	18133807
1088	683237	18138739
1089	683777	18135788
1090	684311	18132680
1091	685163	18138010
1092	685726	18135688
1093	686597	18141477
1094	687156	18139046
1095	688740	18163656
1096	689348	18162478
1097	690333	18171243
1098	690840	18167408
1099	691720	18173387
1100	692213	18169192
1101	692998	18172652
1102	693552	18170070
1103	694080	18166791
1104	694937	18172132
1105	695459	18168711
1106	696334	18174519
1107	696881	18171763
1108	697780	18178169
1109	698251	18173415
1110	698997	18175822
1111	699554	18173328
1112	700062	18169553
1113	700909	18174582
1114	701441	18171424
1115	702305	18176879
1116	702808	18172990
1117	703675	18178485
1118	704195	18175049
1119	704969	18178135
1120	705532	18175794
1121	706278	18178176
1122	706975	18179273
1123	707534	18176832
1124	709190	18202567
1125	709709	18199078
1126	710573	18204437
1127	711079	18200619
1128	711915	18205228
1129	712405	18201004
1130	713117	18202473
1131	713769	18202380
1132	714303	18199303
1133	715140	18203928
1134	715670	18200722
1135	716521	18205697
1136	717097	18203683
1137	717948	18208635
1138	718485	18205619
1139	719380	18211689
1140	719879	18207717
1141	720645	18210494
1142	721264	18209566
1143	721801	18206556
1144	722650	18211419
1145	723147	18207426
1146	724384	18222025
1147	725575	18235462
1148	726102	18232199
1149	726958	18237174
1150	727476	18233690
1151	729170	18259641
1152	729650	18255192
1153	730146	18251131
1154	730978	18255468
1155	731491	18251863
1156	732369	18257321
1157	732883	18253731
1158	733770	18259432
1159	734297	18256162
1160	735230	18262965
1161	735721	18258801
1162	736223	18254930
1163	737067	18259514
1164	737603	18256487
1165	738481	18261911
1166	738994	18258287
1167	739878	18263842
1168	740378	18259924
1169	741293	18266226
1170	741778	18261940
1171	742283	18258151
1172	743138	18262955
1173	743669	18259817
1174	744567	18265678
1175	745074	18261921
1176	745950	18267226
1177	746462	18263625
1178	747379	18269903
1179	747897	18266443
1180	748480	18264566
1181	750038	18286482
1182	750556	18282994
1183	751456	18288814
1184	751999	18285965
1185	752874	18291163
1186	753371	18287189
1187	754294	18293534
1188	754816	18290172
1189	755584	18292752
1190	756174	18291052
1191	756823	18290752
1192	757639	18294479
1193	758161	18291126
1194	759025	18296004
1195	759507	18291683
1196	760356	18296192
1197	760884	18292975
1198	761638	18295213
1199	762291	18294992
1200	762939	18294671
1201	763721	18297553
1202	764223	18293713
1203	765114	18299188
1204	765654	18296279
1205	766542	18301674
1206	767032	18297579
1207	767819	18300548
1208	768423	18299157
1209	769845	18317224
1210	770628	18320086
1211	771137	18316418
1212	772003	18321247
1213	772527	18317927
1214	773404	18323004
1215	773891	18318826
1216	774596	18319823
1217	775257	18319754
1218	775804	18317010
1219	776703	18322574
1220	777251	18319829
1221	778595	18335857
1222	779748	18347349
1223	780285	18344359
1224	781213	18350554
1225	781706	18346503
1226	782647	18352991
1227	783193	18350189
1228	783978	18353015
1229	784596	18351913
1230	785124	18348701
1231	786001	18353652
1232	786499	18349734
1233	787408	18355428
1234	787929	18352057
1235	789631	18376191
1236	790143	18372590
1237	790939	18375614
1238	791573	18374854
1239	792066	18370821
1240	792964	18376205
1241	793474	18372577
1242	794340	18377199
1243	794860	18373810
1244	795745	18378841
1245	796232	18374704
1246	796901	18374743
1247	797671	18377116
1248	798146	18372710
1249	799068	18378586
1250	799565	18374658
1251	800437	18379366
1252	800954	18375932
1253	801666	18376947
1254	802399	18378467
1255	802946	18375711
1256	803860	18381359
1257	804356	18377445
1258	805301	18383761
1259	805809	18380136
1260	807518	18403873
1261	808030	18400297
1262	808742	18401288
1263	809411	18401304
1264	809925	18397787
1265	810813	18402786
1266	811327	18399269
1267	812251	18405059
1268	812751	18401221
1269	813659	18406652
1270	814151	18402632
1271	814741	18400868
1272	815582	18404751
1273	816093	18401189
1274	816972	18405913
1275	817465	18401951
1276	818413	18408218
1277	818916	18404468
1278	819709	18407258
1279	820346	18406533
1280	820836	18402493
1281	821752	18408027
1282	822259	18404378
1283	823214	18410763
1284	823697	18406592
1285	824661	18413171
1286	825164	18409449
1287	826555	18425520
1288	827332	18427883
1289	827905	18425701
1290	828825	18431250
1291	829318	18427299
1292	830562	18440026
1293	831972	18456423
1294	832503	18453300
1295	833471	18459839
1296	833978	18456189
1297	834866	18460958
1298	835342	18456631
1299	836332	18463637
1300	836885	18461011
1301	837675	18463602
1302	838355	18463756
1303	838898	18460922
1304	839794	18465825
1305	840310	18462370
1306	841245	18468136
1307	841768	18464857
1308	842694	18470399
1309	843202	18466786
1310	844647	18483662
1311	845346	18484232
1312	845906	18481740
1313	846838	18487371
1314	847333	18483472
1315	848266	18489105
1316	848779	18485609
1317	849696	18490893
1318	850185	18486861
1319	850706	18483537
1320	851613	18488582
1321	852133	18485239
1322	853030	18490055
1323	853591	18487603
1324	854599	18494831
1325	855136	18491849
1326	856044	18496886
1327	856572	18493720
1328	857294	18494722
1329	858022	18495858
1330	858508	18491801
1331	859434	18497199
1332	859959	18493968
1333	860897	18499610
1334	861385	18495588
1335	863008	18515914
1336	863653	18515264
1337	864204	18512570
1338	865097	18517219
1339	865641	18514398
1340	866601	18520448
1341	867165	18518059
1342	868084	18523235
1343	868597	18519734
1344	869468	18523884
1345	870044	18521741
1346	870560	18518306
1347	871471	18523285
1348	872007	18520312
1349	872913	18525168
1350	873385	18520820
1351	874338	18526673
1352	874824	18522613
1353	875311	18518585
1354	876251	18524147
1355	876752	18520422
1356	877689	18525914
1357	878186	18522098
1358	878945	18523818
1359	879584	18523015
1360	880131	18520259
1361	881799	18541090
1362	882298	18537337
1363	883272	18543541
1364	883766	18539667
1365	884708	18545204
1366	885207	18541448
1367	885804	18539724
1368	886639	18543011
1369	887162	18539756
1370	888066	18544454
1371	888580	18541019
1372	889533	18546735
1373	890041	18543185
1374	890693	18542624
1375	891481	18544880
1376	892062	18542848
1377	892968	18547562
1378	893454	18543561
1379	894433	18549774
1380	894927	18545923
1381	895754	18548989
1382	896355	18547354
1383	896866	18543877
1384	897798	18549110
1385	898278	18544976
1386	900006	18566606
1387	900508	18562924
1388	901339	18566045
1389	901945	18564506
1390	902483	18561575
1391	903431	18567081
1392	903995	18564669
1393	904916	18569618
1394	905406	18565705
1395	906326	18570600
1396	906835	18567087
1397	907485	18566460
1398	908308	18569355
1399	908790	18565287
1400	909723	18570428
1401	910259	18567481
1402	911184	18572454
1403	911666	18568396
1404	912266	18566726
1405	913095	18569743
1406	913659	18567350
1407	914651	18573658
1408	915137	18569689
1409	916886	18591338
1410	917380	18587523
1411	918162	18589549
1412	918866	18589979
1413	919387	18586704
1414	920341	18592207
1415	920844	18588577
1416	921790	18593883
1417	922287	18590151
1418	923159	18593951
1419	923747	18592037
1420	924272	18588864
1421	925676	18603367
1422	926824	18612689
1423	927292	18608357
1424	928240	18613672
1425	928734	18609868
1426	929422	18609939
1427	930163	18611078
1428	930692	18607990
1429	931677	18614010
1430	932168	18610156
1431	933941	18631881
1432	934420	18627764
1433	935134	18628339
1434	935896	18629883
1435	936402	18626316
1436	937346	18631482
1437	937865	18628182
1438	938821	18633549
1439	939324	18629938
1440	940169	18633107
1441	940834	18632693
1442	941340	18629156
1443	942296	18634490
1444	942781	18630541
1445	943726	18635652
1446	944212	18631715
1447	944854	18630855
1448	945710	18634208
1449	946207	18630490
1450	947205	18636643
1451	947692	18632736
1452	948647	18638026
1453	949152	18634459
1454	949756	18632855
1455	950604	18636034
1456	951109	18632472
1457	952846	18653047
1458	953330	18649080
1459	954102	18650740
1460	954798	18650916
1461	955287	18647049
1462	956277	18652962
1463	956763	18649043
1464	957720	18654311
1465	958229	18650836
1466	958964	18651756
1467	959682	18652355
1468	960158	18648257
1469	961107	18653322
1470	961592	18649405
1471	962606	18655738
1472	963108	18652131
1473	963825	18652706
1474	964605	18654493
1475	965089	18650558
1476	966055	18655919
1477	966527	18651749
1478	967435	18656009
1479	968036	18654321
1480	968512	18650241
1481	970287	18671168
1482	970772	18667244
1483	971770	18673177
1484	972296	18670049
1485	973133	18672890
1486	973797	18672426
1487	974291	18668674
1488	975294	18674703
1489	975792	18671028
1490	976836	18677821
1491	977334	18674164
1492	977813	18670147
1493	978764	18675133
1494	979256	18671371
1495	980212	18676449
1496	980695	18672524
