iter	MAE	RMSE
1628	0.06567792396	0.1022077818
1629	0.06565759262	0.1021959854
1630	0.06563626426	0.1021066964
1631	0.06563517133	0.1021060009
1632	0.06563338284	0.1021045364
1633	0.06561276569	0.1020202824
1634	0.06561259926	0.1020197137
1635	0.06559262024	0.1019403849
1636	0.06557324059	0.1018656688
1637	0.06555454793	0.1017952996
1638	0.06555262879	0.1017935015
1639	0.06553478171	0.1017270896
1640	0.06553282715	0.1017253267
1641	0.06552266209	0.1017189552
1642	0.0655053992	0.1016563834
1643	0.06550352552	0.1016544503
1644	0.06550170805	0.1016526173
1645	0.0654849351	0.1015934615
1646	0.06548003716	0.1015861426
1647	0.06547414505	0.1015832893
1648	0.06546844168	0.1015806747
1649	0.06545217194	0.1015248567
1650	0.06544816058	0.1015223124
1651	0.06543242396	0.1014700753
1652	0.06541715943	0.1014208837
1653	0.06540235283	0.1013745609
1654	0.06538799044	0.1013309404
1655	0.06538525947	0.1013295727
1656	0.06537548383	0.1012883942
1657	0.06537222931	0.1012871244
1658	0.06537127486	0.1012861145
1659	0.0653677488	0.1012855342
1660	0.06536465784	0.1012846043
1661	0.06536378049	0.101283671
1662	0.06536292946	0.1012827755
1663	0.06536200514	0.1012435551
1664	0.06536112893	0.101242507
1665	0.06536023347	0.1012056283
1666	0.06535696905	0.101206657
1667	0.06535609011	0.101205593
1668	0.06535248914	0.1012054032
1669	0.06535187499	0.1012062664
1670	0.0653515029	0.1012057456
1671	0.0653490273	0.1012052923
1672	0.06534843238	0.1012061687
1673	0.06534601197	0.1012057369
1674	0.06534543523	0.1012066038
1675	0.06534406965	0.101206525
1676	0.0653408834	0.1012061158
1677	0.06533779274	0.1012058207
1678	0.06533646904	0.1012058059
1679	0.0653341912	0.1012059007
1680	0.06532872679	0.1012045833
1681	0.06532823679	0.1012054045
1682	0.06532776149	0.1012062072
1683	0.06532658338	0.1012061869
1684	0.06532581242	0.1011709813
1685	0.06532536504	0.1011716883
1686	0.06532400869	0.1011717604
1687	0.0653196161	0.1011673312
1688	0.06531830072	0.1011674626
1689	0.06531721521	0.1011672819
1690	0.06531594288	0.1011674522
1691	0.06531491556	0.1011670818
1692	0.06531391905	0.1011667419
1693	0.06531268974	0.1011669473
1694	0.0653117364	0.1011665294
1695	0.06531054574	0.1011667663
1696	0.06530777612	0.1011679187
1697	0.06530678558	0.1011680644
1698	0.06530362018	0.1011649879
1699	0.06529921395	0.1011644066
1700	0.06529675247	0.1011642657
1701	0.06529267576	0.101160544
1702	0.06528840171	0.1011600929
1703	0.06528601605	0.1011599866
1704	0.06528370195	0.1011599568
1705	0.06528274692	0.1011612313
1706	0.06528190628	0.1011624812
1707	0.06527778318	0.1011620923
1708	0.06527511699	0.1011632804
1709	0.06527109297	0.1011630176
1710	0.06526725876	0.1011628523
1711	0.06526648581	0.1011639551
1712	0.0652639246	0.1011651378
1713	0.06525923732	0.1011622533
1714	0.06525469065	0.1011595948
1715	0.06525028038	0.1011571473
1716	0.06524666356	0.1011571145
1717	0.06524234047	0.1011548128
1718	0.06523883196	0.1011548606
1719	0.06523804188	0.1011558261
1720	0.06523540638	0.1011528775
1721	0.06521771958	0.1011308058
1722	0.06521020492	0.101125976
1723	0.06520942627	0.1011270502
1724	0.06519899048	0.1011188405
1725	0.06519665916	0.1011168017
1726	0.06519439778	0.1011148511
1727	0.06518012137	0.101088057
1728	0.06516813765	0.1010625135
1729	0.06515696665	0.1010381571
1730	0.06515474077	0.101037009
1731	0.06514561539	0.101030135
1732	0.06514356146	0.1010330979
1733	0.06514106004	0.1010327906
1734	0.06513994362	0.1010325277
1735	0.0651349142	0.1010283217
1736	0.06513003565	0.1010244337
1737	0.0651271653	0.1010188557
1738	0.06512243327	0.1010152856
1739	0.06511784321	0.1010119925
1740	0.06511339084	0.1010089582
1741	0.06511231302	0.1010086707
1742	0.06510799545	0.1010058633
1743	0.06509546565	0.1010007388
1744	0.06509127776	0.1009981667
1745	0.0650872155	0.100995805
1746	0.0650789527	0.1009841238
1747	0.0650765237	0.1009806607
1748	0.06507547986	0.1009803602
1749	0.06507446735	0.1009800838
1750	0.06507358851	0.1009803797
1751	0.06507246029	0.1009799874
1752	0.06507136592	0.10097967
1753	0.06506833611	0.1009754497
1754	0.06506728304	0.1009751824
1755	0.06506364413	0.1009728906
1756	0.06506262359	0.1009726749
1757	0.06505983397	0.1009709371
1758	0.0650588449	0.1009707716
1759	0.06505788551	0.1009706606
1760	0.06505559537	0.1009706654
1761	0.06505283243	0.1009718295
1762	0.06505010203	0.1009674895
1763	0.06504833842	0.1009697643
1764	0.06504599042	0.100966853
1765	0.06504325941	0.1009635194
1766	0.06504098371	0.1009607847
1767	0.06504015337	0.1009612008
1768	0.06503794612	0.1009586556
1769	0.06503078489	0.100950909
1770	0.06502822039	0.1009468399
1771	0.06502701447	0.1009452252
1772	0.06502585728	0.1009436761
1773	0.06502473684	0.1009421893
1774	0.06502365075	0.1009410717
1775	0.06502059676	0.1009369154
1776	0.06501763438	0.1009329655
1777	0.06501478922	0.1009292109
1778	0.0650138977	0.100928904
1779	0.06501303293	0.1009286491
1780	0.06501076535	0.1009279927
1781	0.06501049513	0.1008933591
1782	0.06500980721	0.1008910541
1783	0.06500913993	0.1008889981
1784	0.06499865046	0.1008860213
1785	0.06499147674	0.1008850431
1786	0.06498925608	0.1008829471
1787	0.06498710204	0.1008809737
1788	0.06498501262	0.1008791157
1789	0.06498298589	0.1008773664
1790	0.06498020854	0.1008763561
1791	0.06497676307	0.1008749683
1792	0.06497342126	0.1008737125
1793	0.0649701797	0.1008725791
1794	0.06496828436	0.1008710189
1795	0.06496513974	0.1008700166
1796	0.06496379695	0.1008694741
1797	0.06496197378	0.1008680328
1798	0.06495725617	0.1008624405
1799	0.06495268008	0.1008571874
1800	0.06495091143	0.100855837
1801	0.06494919584	0.1008545651
1802	0.06494753172	0.1008533672
1803	0.06494591752	0.1008522389
1804	0.0649414761	0.1008472953
1805	0.06493965807	0.100849903
1806	0.06493394885	0.1008416855
1807	0.06492966292	0.1008371499
1808	0.06492550557	0.1008328919
1809	0.06492147294	0.1008288947
1810	0.06491756149	0.1008251428
1811	0.06491598386	0.1008224839
1812	0.06491445357	0.1008199387
1813	0.06490912191	0.1008153657
1814	0.06488675453	0.1007285971
1815	0.06486506109	0.1006465369
1816	0.06485043494	0.1005689244
1817	0.06484751515	0.1005679235
1818	0.06484524154	0.1005631764
1819	0.06484303613	0.1005586053
1820	0.06484188445	0.1005607707
1821	0.0648405338	0.1005582926
1822	0.06483927281	0.1005559187
1823	0.06482113735	0.1005201752
1824	0.06482004843	0.1005224489
1825	0.06481443028	0.1005149258
1826	0.06481283725	0.1005125051
1827	0.06479130929	0.1004026965
1828	0.06478723936	0.1004023935
1829	0.06478195642	0.1003959353
1830	0.0647808355	0.1003968222
1831	0.06477973169	0.1003969643
1832	0.06477357513	0.1003920548
1833	0.06477107541	0.100389559
1834	0.06477005529	0.100388839
1835	0.06476450203	0.1003825628
1836	0.06475964152	0.1003766075
1837	0.06475791324	0.1003771634
1838	0.06475324883	0.1003713983
1839	0.06474903377	0.1003712319
1840	0.06474631989	0.1003678611
1841	0.06474368743	0.1003646483
1842	0.06474089851	0.1003637476
1843	0.06473450841	0.1003549333
1844	0.06473180175	0.1003541434
1845	0.06472771047	0.1003542657
1846	0.06472374194	0.1003545908
1847	0.06472132419	0.1003516993
1848	0.06471898575	0.1003489396
1849	0.06471298068	0.1003426709
1850	0.06471077681	0.1003400604
1851	0.06470495214	0.1003342941
1852	0.06469886123	0.1003338453
1853	0.06469423432	0.1003283441
1854	0.06469087177	0.1003246583
1855	0.06468761009	0.1003212514
1856	0.06468454505	0.1003181051
1857	0.06468209604	0.1003173257
1858	0.06468173756	0.100316213
1859	0.06467989171	0.100315499
1860	0.06467461304	0.1003107182
1861	0.06466949272	0.1003063278
1862	0.06466946613	0.1003065687
1863	0.06466706267	0.100305601
1864	0.06466703792	0.1003057618
1865	0.06466119358	0.1003007053
1866	0.06465968954	0.1002982752
1867	0.06465966575	0.100298417
1868	0.06465747245	0.100297572
1869	0.06465534588	0.1002968134
1870	0.06465328612	0.100296135
1871	0.06465183374	0.1002938518
1872	0.06465042492	0.1002916681
1873	0.06464843005	0.1002911352
1874	0.06464801193	0.1002910576
1875	0.06464670196	0.1002889783
1876	0.06464550051	0.1002869885
1877	0.06464442693	0.1002885927
1878	0.06464401654	0.100288597
1879	0.06464361846	0.1002886035
1880	0.06464191566	0.1002882626
1881	0.06464078348	0.1002863956
1882	0.06464039738	0.1002864101
1883	0.06464002286	0.1002864262
1884	0.06463965957	0.1002864437
1885	0.06463930718	0.1002864625
1886	0.06463896536	0.1002864824
1887	0.06463787719	0.1002846823
1888	0.06463754396	0.1002847208
1889	0.06463722072	0.1002847597
1890	0.0646361654	0.1002830297
1891	0.06463512075	0.1002846236
1892	0.06463409789	0.1002829724
1893	0.06463170949	0.1002846707
1894	0.06462987908	0.1002843156
1895	0.06462863208	0.1002839851
1896	0.06462731804	0.1002844028
1897	0.06462555573	0.1002807801
1898	0.06462062247	0.1002771793
1899	0.06460806905	0.1002662736
1900	0.06458938135	0.1002463034
1901	0.06457217852	0.1002274767
1902	0.06456000331	0.1002174294
1903	0.06454695259	0.1001996641
1904	0.06453514337	0.1001904347
1905	0.0645224849	0.1001736702
1906	0.06452148498	0.1001755316
1907	0.064519943	0.1001740486
1908	0.06451689914	0.1001722726
1909	0.0645139466	0.1001706087
1910	0.06451199155	0.1001715429
1911	0.06450913489	0.1001699678
1912	0.06450666462	0.1001674629
1913	0.06450442934	0.1001655867
1914	0.06450226113	0.1001638374
1915	0.06449949352	0.1001623881
1916	0.06449825135	0.1001622807
1917	0.06449367202	0.1001591224
1918	0.06449098584	0.1001577708
1919	0.06448662638	0.1001548735
1920	0.06448242444	0.1001522191
1921	0.06448121309	0.1001518593
1922	0.06447949748	0.1001530003
1923	0.06447541682	0.1001506343
1924	0.0644714777	0.1001484714
1925	0.06446888513	0.1001470219
1926	0.06446518013	0.1001450574
1927	0.06445924026	0.100139982
1928	0.064456726	0.1001386425
1929	0.06445101893	0.1001338294
1930	0.06444858032	0.1001325591
1931	0.06444305363	0.1001279941
1932	0.06444068839	0.100126789
1933	0.0644371108	0.1001254641
1934	0.06443481754	0.1001243264
1935	0.0644295741	0.1001199759
1936	0.06442451843	0.1001158453
1937	0.06442229351	0.1001147767
1938	0.06441664649	0.1001087139
1939	0.06441651473	0.1001085996
1940	0.06441559981	0.1001075901
1941	0.06441547199	0.1001074809
1942	0.06441534801	0.1001073767
1943	0.06440882341	0.1001000664
1944	0.06440793661	0.1000991015
1945	0.06440192998	0.1000922708
1946	0.06440061986	0.1000916887
1947	0.06439479533	0.1000853078
1948	0.06439393622	0.1000843921
1949	0.06439269012	0.1000838708
1950	0.06439148141	0.1000833899
1951	0.06439007585	0.1000810834
1952	0.06438442003	0.1000751759
1953	0.06437893858	0.1000696571
1954	0.06437363083	0.1000645029
1955	0.06437246228	0.1000641005
1956	0.06436968741	0.1000617998
1957	0.06436879577	0.1000596678
1958	0.06436875757	0.100059544
1959	0.06436863496	0.1000594989
1960	0.06436851604	0.1000594568
1961	0.06436840068	0.1000594173
1962	0.06436785225	0.1000577392
1963	0.06436772168	0.1000579316
1964	0.06436760978	0.1000578955
1965	0.06436748313	0.1000580838
1966	0.0643670422	0.1000596805
1967	0.06436691738	0.1000598213
1968	0.0643667963	0.10005996
1969	0.06436625377	0.1000583128
1970	0.06436572751	0.1000567475
1971	0.06436521704	0.1000552598
1972	0.06436472188	0.1000538455
1973	0.06436401753	0.1000527395
1974	0.06436253466	0.1000534431
1975	0.06436213645	0.1000550185
1976	0.06435193124	0.1000486072
1977	0.06435124136	0.1000473312
1978	0.06433481181	0.1000344906
1979	0.06433303348	0.1000352349
1980	0.06433195331	0.1000345349
1981	0.06433125342	0.1000333163
1982	0.0643302374	0.1000327212
1983	0.06432491603	0.1000275733
1984	0.06431975431	0.1000226921
1985	0.06431957316	0.1000227764
1986	0.0643153104	0.1000181505
1987	0.06431426285	0.1000173795
1988	0.06431024758	0.1000130468
1989	0.06430635277	0.1000089353
1990	0.0643025748	0.100005033
1991	0.0643002385	0.1000031798
1992	0.06429948485	0.1000014458
1993	0.06429875381	0.09999978127
1994	0.06429812922	0.09999818311
1995	0.06429599011	0.09999650703
1996	0.06429489848	0.09999637385
1997	0.06427465978	0.09997659625
1998	0.06427096138	0.09997310614
1999	0.06426737394	0.09996979944
2000	0.06425779477	0.09996636283
2001	0.06424442961	0.09995904595
2002	0.06423146541	0.09995210182
2003	0.06422213231	0.0999490015
2004	0.06421462577	0.09994382299
2005	0.06420578468	0.0999410179
2006	0.0641932826	0.09993476595
2007	0.06418445491	0.09992469075
2008	0.06417282403	0.09991869987
2009	0.06417224277	0.09991941734
2010	0.06417171826	0.09992011846
2011	0.06416729759	0.09992048239
2012	0.06416369851	0.09991737889
2013	0.06416020739	0.09991450278
2014	0.06415682101	0.09991183932
2015	0.06415269107	0.09991234129
2016	0.06414893127	0.09991298111
2017	0.0641444846	0.09990783042
2018	0.06414384653	0.09990724014
2019	0.06414026264	0.09990803239
2020	0.06413963351	0.09990756166
2021	0.06413903111	0.09990711877
2022	0.06413856321	0.09990835303
2023	0.06413536602	0.09990820866
2024	0.06413436001	0.09990825377
2025	0.06413338418	0.09990835019
2026	0.06413029381	0.09990824647
2027	0.06412659538	0.09989204899
2028	0.0641230079	0.09987668835
2029	0.06412205776	0.09987677318
2030	0.06411907795	0.09987673615
2031	0.06411559365	0.09986212472
2032	0.06411274263	0.09986213224
2033	0.06411181347	0.09986213705
2034	0.06410912961	0.09986219139
2035	0.06410822481	0.09986218268
2036	0.06410734716	0.09986221707
2037	0.06410396829	0.09984844046
2038	0.06410146099	0.09984856131
2039	0.06409979281	0.09984356074
2040	0.06409817467	0.0998387898
2041	0.06409660508	0.09983423691
2042	0.06409530988	0.09982989112
2043	0.0640917454	0.09982812701
2044	0.06409046651	0.09982916635
2045	0.06408926508	0.0998301904
2046	0.06408809969	0.09983119868
2047	0.06408799801	0.0998314725
2048	0.06408686777	0.09983245964
2049	0.06408577144	0.09983343041
2050	0.06408408724	0.09983105847
2051	0.06408353663	0.09982992972
2052	0.06408300254	0.09982884882
2053	0.06408197409	0.09982983913
2054	0.06408071722	0.09982974346
2055	0.06407973502	0.09983072139
2056	0.06407278598	0.09982575311
2057	0.06406963614	0.09982858974
2058	0.0640677518	0.09982832284
2059	0.06406674773	0.09982670365
2060	0.06406669573	0.09982704256
2061	0.0640666453	0.09982737228
2062	0.06406581974	0.09982773427
2063	0.06406501895	0.09982812094
2064	0.06406424218	0.09982852946
2065	0.0640641786	0.09982884799
2066	0.06406271944	0.0998285883
2067	0.06406196699	0.09982898845
2068	0.06406123711	0.09982940612
2069	0.06406052913	0.09982983904
2070	0.06406044807	0.09983012695
2071	0.06406036945	0.09983040854
2072	0.06406029318	0.09983068385
2073	0.06405964541	0.0998292616
2074	0.06405957123	0.09982953546
2075	0.06405894314	0.09982819305
2076	0.06405887518	0.09982835318
2077	0.06405852804	0.09982708877
2078	0.06405846398	0.09982725047
2079	0.06405777727	0.09982741595
2080	0.06405711116	0.09982760104
2081	0.0640568156	0.09982642343
2082	0.0640565289	0.09982531793
2083	0.06405625081	0.0998242802
2084	0.06405617946	0.09982446879
2085	0.06405590979	0.09982349026
2086	0.06405584049	0.09982367933
2087	0.06405519416	0.09982389739
2088	0.06405420803	0.09982471589
2089	0.06405133053	0.09982234279
2090	0.06404994668	0.09982071963
2091	0.06404698307	0.09981700676
2092	0.06404410838	0.09981344958
2093	0.06404058693	0.09981098952
2094	0.06403779836	0.09980758491
2095	0.06403438245	0.09980526773
2096	0.06403238944	0.09980697979
2097	0.06403077963	0.09980734582
2098	0.06402815884	0.0998048689
2099	0.06402502137	0.09980287767
2100	0.06401792142	0.09979488728
2101	0.06400341641	0.09976765277
2102	0.06398935289	0.09974195886
2103	0.06397571237	0.09971771708
2104	0.0639702428	0.09971451061
2105	0.06396983613	0.09971417444
2106	0.06396944165	0.09971386019
2107	0.06396905901	0.09971356648
2108	0.0639659332	0.09970831908
2109	0.06396121299	0.09970544228
2110	0.0639608558	0.099705071
2111	0.06395790787	0.09970189927
2112	0.06395392284	0.09969250271
2113	0.06395358254	0.09969217863
2114	0.06395325245	0.09969187271
2115	0.06395293227	0.09969158391
2116	0.06395090357	0.09969158103
2117	0.0639489409	0.09969160678
2118	0.0639483331	0.09969230574
2119	0.06394646618	0.09969271958
2120	0.06394358496	0.09968959171
2121	0.06394266329	0.09968388559
2122	0.06394178481	0.09967842337
2123	0.06393902199	0.0996752725
2124	0.06393593	0.09967509762
2125	0.06393416859	0.09967555826
2126	0.06393225633	0.09967496423
2127	0.06392922164	0.09967492776
2128	0.0639275089	0.09967542532
2129	0.06392459057	0.09967548914
2130	0.0639217954	0.09967561657
2131	0.06391913047	0.09967580185
2132	0.06391392658	0.09967228717
2133	0.0639113289	0.09967254009
2134	0.06390880915	0.09967284081
2135	0.06390413647	0.09966909842
2136	0.06390167882	0.09966946507
2137	0.06389931118	0.0996698704
2138	0.06389702855	0.09967031033
2139	0.06389550736	0.09967094321
2140	0.06389050662	0.09966771016
2141	0.06388827759	0.09966822606
2142	0.06388411778	0.09966523046
2143	0.06388280052	0.09966604514
2144	0.06387861642	0.09966277925
2145	0.06387477843	0.09965967129
2146	0.06387301269	0.09965767329
2147	0.06387084961	0.09965831607
2148	0.06386875142	0.09965897912
2149	0.06386671618	0.09965965951
2150	0.06386501531	0.09965772784
2151	0.06386152921	0.09965478181
2152	0.06385994598	0.09965301614
2153	0.06385891639	0.09965380628
2154	0.06385791769	0.09965458306
2155	0.0638564908	0.09965604951
2156	0.06385315417	0.09965336958
2157	0.06385223137	0.09965422561
2158	0.06385060198	0.09965251183
2159	0.0638494397	0.09965209746
2160	0.06384561491	0.09964322017
2161	0.06383678778	0.09963306656
2162	0.06383613481	0.09963389482
2163	0.0638304339	0.09962864921
2164	0.06382490402	0.09962374098
2165	0.06382373294	0.09962609679
2166	0.06382314557	0.09962727269
2167	0.06381776647	0.0996224883
2168	0.06381254874	0.09961800712
2169	0.06380706544	0.09961443174
2170	0.06380610397	0.09961327593
2171	0.06380451009	0.09961269249
2172	0.06380334369	0.09961515092
2173	0.06380238934	0.09961756411
2174	0.06379453434	0.0996092978
2175	0.06378729149	0.09960147397
2176	0.0637806056	0.0995940679
2177	0.06377973738	0.09959283228
2178	0.06377477737	0.09958677732
2179	0.06377462961	0.09958581873
2180	0.06377391797	0.09958444854
2181	0.06376951664	0.09957866858
2182	0.06375805609	0.09956851004
2183	0.06375720463	0.0995672371
2184	0.06375338013	0.09956168159
2185	0.06375282934	0.09955679936
2186	0.06374166592	0.09954721443
2187	0.06374090201	0.09954587427
2188	0.0637383389	0.09954381631
2189	0.06373755197	0.0995422189
2190	0.06373419534	0.09953685311
2191	0.06372333751	0.09952791226
2192	0.06372141682	0.09952616897
2193	0.06372061961	0.09952454523
2194	0.06371984631	0.09952298133
2195	0.06371510738	0.09951463945
2196	0.06371324642	0.09951309036
2197	0.06371162167	0.09951277013
2198	0.06371087562	0.09951139757
2199	0.0637063531	0.09950349053
2200	0.06370560724	0.0995022092
2201	0.06370488377	0.09950097659
2202	0.06369181696	0.09949065292
2203	0.06368788863	0.09948935351
2204	0.06368609016	0.09948803999
2205	0.06368434564	0.09948679702
2206	0.06368265346	0.09948562066
2207	0.063678742	0.09948469384
2208	0.06367709602	0.09948359371
2209	0.06367254522	0.09948000754
2210	0.06365614558	0.09946133578
2211	0.06365319985	0.09946058162
2212	0.063652167	0.09946097444
2213	0.06363763401	0.09944318701
2214	0.06363687134	0.09944216178
2215	0.06363614605	0.09944117772
2216	0.06362560212	0.09943197212
2217	0.06362274205	0.09943103482
2218	0.06362212557	0.09943012034
2219	0.06361936286	0.09942927763
2220	0.06361519317	0.09942670834
2221	0.06361422091	0.09942712084
2222	0.06361091815	0.09942328479
2223	0.06360130449	0.09941478061
2224	0.06360035697	0.09941525818
2225	0.06359943788	0.09941573345
2226	0.06359232289	0.09940804665
2227	0.06357645373	0.0993959576
2228	0.06357552062	0.09939656403
2229	0.06357514051	0.09939610393
2230	0.06357427145	0.09939670431
2231	0.06357111816	0.09939333348
2232	0.06356705366	0.09939082501
2233	0.06356424865	0.09938972446
2234	0.06356031468	0.09938736202
2235	0.06355658202	0.09938511307
2236	0.06355336641	0.09938297169
2237	0.06355136066	0.0993817114
2238	0.06353698309	0.09936027264
2239	0.06353412908	0.09935730295
2240	0.06353309307	0.09935755162
2241	0.0635311959	0.09935632571
2242	0.06352931437	0.09935349451
2243	0.06352749921	0.09935077585
2244	0.06352584948	0.09934820983
2245	0.0635251051	0.09934865805
2246	0.06352337766	0.09934624008
2247	0.06352166968	0.09934524784
2248	0.06352001294	0.09934431913
2249	0.06351977159	0.09934418035
2250	0.06351850883	0.09934325953
2251	0.06351628386	0.09934276178
2252	0.06351495174	0.09934026879
2253	0.06351281549	0.09933985666
2254	0.06351065721	0.09933950441
2255	0.06350858527	0.09933912921
2256	0.06349453115	0.09931918779
2257	0.06349251052	0.09931875546
2258	0.06348311536	0.09931004135
2259	0.06347974564	0.09930646855
2260	0.06347808507	0.09930202284
2261	0.06347647432	0.09929778173
2262	0.06347491189	0.09929373487
2263	0.06347375075	0.09929087734
2264	0.0634729315	0.09928967286
2265	0.06347141813	0.09928571942
2266	0.06346995016	0.09928194384
2267	0.06346885189	0.09927921908
2268	0.06346671463	0.09927809966
2269	0.06346566446	0.09927548793
2270	0.06346191037	0.09926692106
2271	0.06345826891	0.09925879908
2272	0.06345618256	0.09925779307
2273	0.06345489314	0.09925697088
2274	0.06345478001	0.09925706758
2275	0.06345467026	0.09925716374
2276	0.06345341745	0.09925638847
2277	0.06345220223	0.09925565375
2278	0.06345125902	0.09925424676
2279	0.06345048191	0.09925290272
2280	0.06344628164	0.09924859801
2281	0.06344352331	0.09924122439
2282	0.06344164733	0.09924042892
2283	0.06343982764	0.09923968837
2284	0.06343806253	0.09923899925
2285	0.06343463113	0.09923557875
2286	0.06343130267	0.09923230337
2287	0.06342981065	0.09923064841
2288	0.06342656824	0.09922748444
2289	0.0634234231	0.09922445308
2290	0.06342210388	0.09922288644
2291	0.06342045107	0.09922235423
2292	0.06341918624	0.09922087344
2293	0.06341795224	0.09921922264
2294	0.06341636663	0.09921880286
2295	0.06341517316	0.09921722329
2296	0.06341363594	0.09921683972
2297	0.06341248894	0.09921533315
2298	0.06340933871	0.09921264558
2299	0.06339664815	0.09914523272
2300	0.06339359348	0.09914265705
2301	0.06339253182	0.09914116649
2302	0.06339151646	0.09913973384
2303	0.06339044141	0.09913968283
2304	0.0633896782	0.09913894472
2305	0.06338874385	0.0991375117
2306	0.06338787018	0.09913613333
2307	0.06338716887	0.0991355089
2308	0.06338641994	0.09913500235
2309	0.06337722355	0.09912181324
2310	0.06337351398	0.09911442532
2311	0.0633725555	0.09911337114
2312	0.06336363277	0.09910102747
2313	0.06336172412	0.09909933083
2314	0.06335306912	0.09908771936
2315	0.06335033181	0.09908009912
2316	0.06334870506	0.09907840702
2317	0.06334676593	0.09907541926
2318	0.06334367028	0.09907468486
2319	0.06333527423	0.09906372229
2320	0.06332713006	0.09905340644
2321	0.06332619272	0.09905287185
2322	0.06332535402	0.09905202701
2323	0.06332458474	0.09905122916
2324	0.06332433603	0.09905081634
2325	0.06332254011	0.09904966192
2326	0.06331886106	0.09904660444
2327	0.06331610897	0.09904518041
2328	0.06331553078	0.09904379771
2329	0.06331496994	0.09904247277
2330	0.06331216906	0.09904064675
2331	0.06331162992	0.09903938435
2332	0.06330894317	0.09903769989
2333	0.06329613693	0.09902024904
2334	0.06329500554	0.09901943775
2335	0.06329397676	0.09901868114
2336	0.06329302066	0.09901797578
2337	0.06329209323	0.09901731843
2338	0.06329155072	0.09901609077
2339	0.06328890663	0.09901478958
2340	0.06328838688	0.09901361952
2341	0.06327883601	0.09900415076
2342	0.06327542083	0.09900263308
2343	0.06327490343	0.09900141177
2344	0.06327326839	0.09900132111
2345	0.06327274312	0.09900004301
2346	0.06327126761	0.09899997295
2347	0.06326867049	0.0989986143
2348	0.06326554659	0.09899701801
2349	0.06326302739	0.09899576692
2350	0.06326195576	0.09899469186
2351	0.06326068855	0.09899285931
2352	0.06325429333	0.09898843521
2353	0.06324902705	0.09898425642
2354	0.06324393124	0.09898030895
2355	0.06323207658	0.09896444076
2356	0.06323116383	0.09896333595
2357	0.06323053225	0.09896388148
2358	0.06322967566	0.0989628946
2359	0.0632287134	0.09896227255
2360	0.06321715142	0.09894712394
2361	0.0632169076	0.09894661576
2362	0.06321604467	0.09894607395
2363	0.06321544618	0.09894645638
2364	0.06321486565	0.09894683703
2365	0.06321417622	0.09894630502
2366	0.06321163905	0.09894443708
2367	0.06321105177	0.09894384032
2368	0.06321022804	0.09894289098
2369	0.06320967155	0.09894328974
2370	0.06320544473	0.09893989193
2371	0.06320507003	0.09893984567
2372	0.0632019571	0.09893635165
2373	0.06320148917	0.09893567995
2374	0.06319846721	0.09893235031
2375	0.06319553591	0.09892919024
2376	0.06319524002	0.09892915831
2377	0.06319495301	0.09892913169
2378	0.06319234103	0.09891047349
2379	0.06318980741	0.09889261686
2380	0.06318714389	0.0988907372
2381	0.06318590531	0.09888984394
2382	0.06318014453	0.09888542011
2383	0.06317455656	0.09888131785
2384	0.06317389811	0.09888074316
2385	0.06317343042	0.09888010504
2386	0.06317101206	0.09886306815
2387	0.06316980041	0.09886215938
2388	0.06316862511	0.09886129271
2389	0.06316634844	0.09884500955
2390	0.06316414007	0.09882941622
2391	0.06314878065	0.09881028947
2392	0.06314825864	0.09880980946
2393	0.0631471464	0.0988090568
2394	0.06314433898	0.09880633849
2395	0.06314017303	0.09880197978
2396	0.06313748077	0.09879945503
2397	0.06313690593	0.0987989802
2398	0.06313333751	0.0987959817
2399	0.06313067578	0.09879315096
2400	0.06312849984	0.09879163835
2401	0.06310831178	0.09875924166
2402	0.06309839916	0.0987402063
2403	0.06309626194	0.09873905883
2404	0.06309003628	0.09873150889
2405	0.06308343529	0.09871877273
2406	0.06308264743	0.09871855999
2407	0.06308061182	0.09871747995
2408	0.06307129125	0.09869970599
2409	0.06305822292	0.09868233319
2410	0.06305657297	0.09868097158
2411	0.06305617403	0.09868046708
2412	0.06305456306	0.09867922334
2413	0.06304571076	0.09866229671
2414	0.06303961992	0.09865484542
2415	0.0630392494	0.09865390731
2416	0.06303354772	0.09864646627
2417	0.06301042041	0.09862323175
2418	0.0630098825	0.09862009975
2419	0.06300861577	0.09861905134
2420	0.06300739115	0.09861804979
2421	0.06300664137	0.09861356963
2422	0.06300593801	0.09860926047
2423	0.06298913684	0.09857916676
2424	0.06298737939	0.09857834785
2425	0.06297337062	0.09854963622
2426	0.06297220505	0.09854919425
2427	0.06297064932	0.09854842017
2428	0.06296951567	0.09854795754
2429	0.06296841603	0.09854752094
2430	0.06295489985	0.09852025895
2431	0.06295340691	0.0985195322
2432	0.06295196829	0.09851884756
2433	0.06295087206	0.09851809238
2434	0.06294981776	0.09851737089
2435	0.06294843321	0.09851675311
2436	0.06294740057	0.09851602621
2437	0.0629463989	0.0985153309
2438	0.06294506587	0.09851477745
2439	0.06293197504	0.09848877813
2440	0.06293068205	0.09848825555
2441	0.06291796726	0.09846347924
2442	0.06291697058	0.09846251209
2443	0.06291388529	0.09845921451
2444	0.06290999789	0.09845652051
2445	0.06290897765	0.09845563475
2446	0.06290765376	0.09845409507
2447	0.06290637793	0.09845354319
2448	0.06290516152	0.09845419751
2449	0.06290401668	0.09845484723
2450	0.06290205251	0.09845106077
2451	0.06290077837	0.098450534
2452	0.06289895276	0.09844693903
