iter	Accuracy	MultiClass
1534	0.8554389898	0.3768172311
1535	0.8555966163	0.3767753735
1536	0.8556666725	0.3766966163
1537	0.8556316444	0.3766627335
1538	0.8556841866	0.3765820292
1539	0.8557017006	0.3765705444
1540	0.8557367287	0.3765198303
1541	0.8557542428	0.3764653627
1542	0.8557017006	0.3763871616
1543	0.8557892709	0.3763155251
1544	0.8558593271	0.3762615049
1545	0.8557017006	0.3762169962
1546	0.8557192147	0.3761645501
1547	0.8556666725	0.3760994699
1548	0.8556841866	0.3760601083
1549	0.8557717568	0.3759974265
1550	0.8558067849	0.3759456142
1551	0.8558943552	0.3758718421
1552	0.8559819255	0.3757796472
1553	0.8560870098	0.3757088943
1554	0.8560169536	0.3756551326
1555	0.8561220379	0.3756123968
1556	0.8561220379	0.375541582
1557	0.8561045239	0.3754726352
1558	0.856157066	0.3754237623
1559	0.856139552	0.3753824388
1560	0.8561045239	0.3753334854
1561	0.856157066	0.3752594046
1562	0.8561045239	0.3751838584
1563	0.8561745801	0.3751400264
1564	0.8562971785	0.3750673332
1565	0.8563847488	0.3750202545
1566	0.8563672347	0.3749733103
1567	0.8562971785	0.3749448627
1568	0.8563497207	0.3748761101
1569	0.8563847488	0.3748389936
1570	0.8563322066	0.3747686018
1571	0.856472319	0.3747213853
1572	0.8564898331	0.3746735115
1573	0.8565423753	0.3746147229
1574	0.8565598893	0.374544987
1575	0.8566649736	0.3744778778
1576	0.8566474596	0.3744236672
1577	0.8566124315	0.3744059462
1578	0.8567000018	0.3743679838
1579	0.8566824877	0.3743343689
1580	0.8567175158	0.3742972226
1581	0.8567350299	0.3742252533
1582	0.856770058	0.3741882817
1583	0.856770058	0.3741497653
1584	0.8568050861	0.3740824996
1585	0.8568751423	0.3740424526
1586	0.8568226001	0.3739943899
1587	0.8568751423	0.3739338769
1588	0.8569977407	0.3738756526
1589	0.8570152547	0.373824728
1590	0.8570152547	0.3737969264
1591	0.8571728812	0.3737223469
1592	0.8572079093	0.3736517211
1593	0.8571903953	0.3736086057
1594	0.8571728812	0.3735697124
1595	0.857085311	0.3735072033
1596	0.8571728812	0.3734695826
1597	0.8571553672	0.373388701
1598	0.8572429375	0.373333335
1599	0.8573129937	0.3732968408
1600	0.8572604515	0.3732192883
1601	0.8572429375	0.3731866761
1602	0.8573305077	0.3731045049
1603	0.8573129937	0.3730766181
1604	0.8572429375	0.3730392397
1605	0.8572779656	0.3730245459
1606	0.8573655358	0.3729999954
1607	0.8573655358	0.3729477608
1608	0.8574355921	0.3728886777
1609	0.8574355921	0.3727980997
1610	0.8574531061	0.372697498
1611	0.8574706202	0.3726459256
1612	0.8574881342	0.3725893189
1613	0.8575231623	0.3725504558
1614	0.8574531061	0.3725028734
1615	0.8575231623	0.37247679
1616	0.8575757045	0.372408834
1617	0.8575056483	0.3723582543
1618	0.8575757045	0.3722858119
1619	0.8576107326	0.3722097502
1620	0.8576282467	0.3721786434
1621	0.8576457607	0.3721220716
1622	0.8576807888	0.3720806595
1623	0.8576807888	0.3720061291
1624	0.8578559294	0.3719347311
1625	0.8577858732	0.3719019275
1626	0.8577508451	0.3718670672
1627	0.8577858732	0.3718215301
1628	0.8578209013	0.3717653764
1629	0.8578209013	0.3717032697
1630	0.8578559294	0.3716848596
1631	0.8579084715	0.3716502235
1632	0.8579610137	0.3716060321
1633	0.8579434997	0.3715717173
1634	0.8579084715	0.3715167946
1635	0.8580135559	0.3714713869
1636	0.8579785278	0.3714243558
1637	0.8579084715	0.3713481992
1638	0.8579434997	0.3712800825
1639	0.8579960418	0.3712227333
1640	0.8580135559	0.3711864731
1641	0.8580836121	0.3711453227
1642	0.858048584	0.3710979324
1643	0.858066098	0.3710616101
1644	0.8580836121	0.3709846571
1645	0.8581361543	0.3709186848
1646	0.8582062105	0.3708486066
1647	0.8582237245	0.370762369
1648	0.8582762667	0.3707282339
1649	0.8582762667	0.3706651537
1650	0.8582587526	0.3706255226
1651	0.8582762667	0.3705786328
1652	0.8582062105	0.3705036426
1653	0.8584689213	0.3703832659
1654	0.8584338932	0.3703523228
1655	0.858363837	0.3703200761
1656	0.8584689213	0.3702660711
1657	0.8584338932	0.3702052136
1658	0.8584864354	0.3701691051
1659	0.8586440619	0.3700570355
1660	0.858696604	0.3700052829
1661	0.8586440619	0.3699569098
1662	0.8587316321	0.369893942
1663	0.8586615759	0.3698336893
1664	0.8586440619	0.3698116037
1665	0.858696604	0.369784662
1666	0.8586265478	0.3697526225
1667	0.8586090337	0.3697136953
1668	0.8586090337	0.3696645942
1669	0.8587141181	0.3696049667
1670	0.85867909	0.3695660891
1671	0.8586440619	0.3695286767
1672	0.8587316321	0.36948157
1673	0.8587141181	0.3694435447
1674	0.8587316321	0.369397145
1675	0.8587316321	0.3693253001
1676	0.8587841743	0.3692693582
1677	0.8588016884	0.3691783376
1678	0.8589418008	0.3691332512
1679	0.8589418008	0.3691029048
1680	0.8589593149	0.3690840596
1681	0.8589418008	0.3690236799
1682	0.8589768289	0.3689835993
1683	0.858994343	0.3689469978
1684	0.8589242867	0.3688510729
1685	0.8588542305	0.3688013578
1686	0.8589067727	0.3687600861
1687	0.859011857	0.3687030445
1688	0.8590293711	0.3686665929
1689	0.8590819132	0.3686046932
1690	0.8590643992	0.3685064127
1691	0.8591169413	0.3684202992
1692	0.8591694835	0.3683474851
1693	0.8592570538	0.3682815667
1694	0.8592395397	0.368232249
1695	0.8592220257	0.3682013759
1696	0.8592395397	0.3681512067
1697	0.8592920819	0.3681115517
1698	0.8593446241	0.368054437
1699	0.8593621381	0.3679981294
1700	0.8593796522	0.3679225983
1701	0.8594497084	0.367885963
1702	0.8594321943	0.3678421154
1703	0.8595723068	0.3677594356
1704	0.8595197646	0.3677387979
1705	0.8596073349	0.3676768002
1706	0.8596073349	0.3676394262
1707	0.8595547927	0.3676119886
1708	0.8596073349	0.3675583823
1709	0.8596598771	0.3674959531
1710	0.8597124192	0.3674394044
1711	0.8597824754	0.367395179
1712	0.8597824754	0.3673460691
1713	0.8598175035	0.3672865314
1714	0.8598525317	0.3672190158
1715	0.8598700457	0.3671738326
1716	0.8597999895	0.3671191391
1717	0.8598350176	0.367076168
1718	0.8598175035	0.3670511392
1719	0.8600101582	0.3669986596
1720	0.8600451863	0.3669666561
1721	0.8602203268	0.3669019988
1722	0.8601502706	0.3668125562
1723	0.8602028128	0.3667750474
1724	0.8603078971	0.3667146896
1725	0.860290383	0.3666763609
1726	0.860290383	0.366632722
1727	0.8603429252	0.3665706364
1728	0.8603254111	0.3665202914
1729	0.8603954674	0.366471256
1730	0.8603954674	0.3664166866
1731	0.8603604393	0.3663506263
1732	0.8603779533	0.3663133791
1733	0.8603779533	0.3662717297
1734	0.8603604393	0.3662085625
1735	0.8604129814	0.3661647319
1736	0.8604304955	0.3661411047
1737	0.8604830376	0.3661042504
1738	0.8605355798	0.3660530374
1739	0.8606581782	0.3659948875
1740	0.8607282344	0.3659650731
1741	0.8606581782	0.3658998903
1742	0.8606406641	0.3658440491
1743	0.8606756922	0.3657931779
1744	0.8607282344	0.3657315721
1745	0.8607457485	0.3656915021
1746	0.8607107204	0.3656415704
1747	0.8607107204	0.3655888155
1748	0.8607107204	0.3655282613
1749	0.8606756922	0.3654953496
1750	0.8607107204	0.3654213413
1751	0.8607107204	0.3653801245
1752	0.8607107204	0.3653459962
1753	0.8608158047	0.3652806418
1754	0.8608333187	0.3652165406
1755	0.8609384031	0.3651674894
1756	0.8609734312	0.3651355558
1757	0.8609909452	0.3651001103
1758	0.860920889	0.3650595364
1759	0.8608333187	0.3650377351
1760	0.860903375	0.3649705051
1761	0.860920889	0.3649469371
1762	0.860903375	0.3648878557
1763	0.8609559171	0.3648651399
1764	0.8609734312	0.3648212305
1765	0.8610084593	0.3647545378
1766	0.8610960296	0.3647023348
1767	0.8611310577	0.3646802339
1768	0.8611310577	0.3646323314
1769	0.8612711701	0.3646117289
1770	0.8612186279	0.3645652046
1771	0.861236142	0.3645164521
1772	0.8612011139	0.3644845773
1773	0.8612186279	0.3644436208
1774	0.8614112826	0.3644006115
1775	0.8613587404	0.3643416576
1776	0.8613237123	0.3643073536
1777	0.8612711701	0.3642634319
1778	0.8612886842	0.3642345607
1779	0.8613587404	0.3642001909
1780	0.8613762544	0.3641383043
1781	0.8614988528	0.3640942105
1782	0.8614287966	0.364061961
1783	0.8615338809	0.3640022211
1784	0.8615864231	0.3639694588
1785	0.8616214512	0.3639135269
1786	0.8616039372	0.3638723306
1787	0.8616739934	0.3638309408
1788	0.8617265355	0.3637936948
1789	0.8617615637	0.3637381709
1790	0.8617615637	0.3636731556
1791	0.861866648	0.3636247985
1792	0.8617790777	0.3635936139
1793	0.861866648	0.3635048394
1794	0.8618491339	0.3634794933
1795	0.8618316199	0.3633803565
1796	0.8619016761	0.3633453435
1797	0.8619542183	0.3633076053
1798	0.8620417885	0.3632524501
1799	0.8621468729	0.3632178
1800	0.8621468729	0.3631680595
1801	0.8622169291	0.3631104868
1802	0.8623395275	0.3630650364
1803	0.8622869853	0.3630261026
1804	0.862199415	0.3629590299
1805	0.8622869853	0.3629045259
1806	0.8622344431	0.3628365805
1807	0.8622694713	0.3627884689
1808	0.8624095837	0.3627399101
1809	0.8625496961	0.3626718287
1810	0.8625321821	0.3626025834
1811	0.8625672102	0.362548776
1812	0.8626372664	0.3625029664
1813	0.8626197524	0.3624441788
1814	0.8626372664	0.3624023757
1815	0.8625672102	0.3623518041
1816	0.8625847242	0.3622967829
1817	0.8626197524	0.3622400111
1818	0.8626372664	0.3621952859
1819	0.8627073226	0.3621514742
1820	0.8627948929	0.3620997301
1821	0.862829921	0.3620453271
1822	0.8628649491	0.3619551642
1823	0.8628824632	0.3619278986
1824	0.8628824632	0.361879788
1825	0.8629174913	0.3618475643
1826	0.8629700335	0.361803123
1827	0.8629875475	0.3617795573
1828	0.8630050616	0.361733162
1829	0.8630751178	0.361690904
1830	0.8631101459	0.3616457687
1831	0.8630225756	0.3616066417
1832	0.8630225756	0.3615716517
1833	0.8630050616	0.361533358
1834	0.8629875475	0.3615077084
1835	0.8630225756	0.3614894696
1836	0.8631101459	0.3614284275
1837	0.8631101459	0.3613849982
1838	0.8631276599	0.3613693693
1839	0.863145174	0.3613244791
1840	0.8631101459	0.3612941205
1841	0.863145174	0.3612561709
1842	0.8632677724	0.3612275698
1843	0.8632502583	0.3611574489
1844	0.8632852864	0.361082419
1845	0.8633903708	0.3610343882
1846	0.8633028005	0.3609978253
1847	0.8633028005	0.3609471188
1848	0.8633203146	0.3608925937
1849	0.8632677724	0.3608552017
1850	0.8633553427	0.3608196803
1851	0.8634078848	0.360756337
1852	0.8634253989	0.3607130472
1853	0.8635304832	0.360667835
1854	0.8636180535	0.3605964901
1855	0.8638282221	0.360550663
1856	0.8638107081	0.3605236815
1857	0.863793194	0.3604824577
1858	0.8638632503	0.360438205
1859	0.8638632503	0.3603784262
1860	0.8638457362	0.3603446993
1861	0.8639157924	0.3602857901
1862	0.8638982784	0.3602508161
1863	0.8639157924	0.3602225847
1864	0.8638457362	0.3601506195
1865	0.8638982784	0.3601191121
1866	0.8638457362	0.3600800753
1867	0.8638282221	0.360024159
1868	0.8639333065	0.3599530696
1869	0.8638807643	0.3599169964
1870	0.8638632503	0.3598775166
1871	0.8638457362	0.3598585443
1872	0.8639683346	0.3598068671
1873	0.8639858486	0.3597622722
1874	0.8640033627	0.3597099579
1875	0.8639683346	0.359677438
1876	0.8640559049	0.3595959794
1877	0.864090933	0.3595597134
1878	0.8640734189	0.3595092381
1879	0.8640383908	0.3594937301
1880	0.8640033627	0.3594540532
1881	0.8641434751	0.3594081255
1882	0.8641259611	0.3593654239
1883	0.864108447	0.3593374265
1884	0.864108447	0.3593004303
1885	0.864108447	0.3592728491
1886	0.8642310454	0.3592144173
1887	0.8642135314	0.359163968
1888	0.8643011016	0.3590994821
1889	0.8642660735	0.359041655
1890	0.8641960173	0.359008406
1891	0.8641785032	0.3589870692
1892	0.8642135314	0.3589464131
1893	0.8642835876	0.358912019
1894	0.8642310454	0.3588570584
1895	0.8642835876	0.3587887172
1896	0.8642485595	0.3587350823
1897	0.8643361297	0.3586758351
1898	0.8643361297	0.3586312516
1899	0.864406186	0.3585805292
1900	0.8643886719	0.3585155893
1901	0.8643886719	0.3584806478
1902	0.8644587281	0.3584310065
1903	0.8644412141	0.3583784816
1904	0.8644237	0.3583521091
1905	0.8644762422	0.3583337634
1906	0.8644937562	0.3583060041
1907	0.8645287843	0.3582639609
1908	0.8645638125	0.3582034023
1909	0.8645112703	0.3581596124
1910	0.8645112703	0.3580979519
1911	0.8645287843	0.3580457755
1912	0.8645112703	0.3580275938
1913	0.8645813265	0.3579618026
1914	0.8646688968	0.3579059102
1915	0.8647739811	0.3578606355
1916	0.8647739811	0.35783202
1917	0.8647564671	0.3577633707
1918	0.8647564671	0.3577240496
1919	0.8647739811	0.3576911666
1920	0.8648090092	0.357644587
1921	0.8648615514	0.357563918
1922	0.8648615514	0.3575109933
1923	0.8648965795	0.3574677122
1924	0.8649140936	0.3574330306
1925	0.8650016638	0.3573813931
1926	0.865054206	0.3573435248
1927	0.865054206	0.3572920209
1928	0.8650892341	0.3572484174
1929	0.8651768044	0.3571878423
1930	0.8650892341	0.3571346156
1931	0.8650717201	0.3571072999
1932	0.8651592903	0.3570674113
1933	0.8651592903	0.3570113468
1934	0.8650892341	0.356942263
1935	0.8651592903	0.356884331
1936	0.8651592903	0.3568349965
1937	0.8651592903	0.3568020204
1938	0.8652468606	0.3567639413
1939	0.865369459	0.35673118
1940	0.865386973	0.3566789574
1941	0.8654920574	0.3565993492
1942	0.8655270855	0.3565526402
1943	0.8657197401	0.3565004814
1944	0.8657197401	0.3564551364
1945	0.8656671979	0.3564145949
1946	0.8656671979	0.3563497324
1947	0.865702226	0.3563151627
1948	0.8657372541	0.3562906971
1949	0.8657372541	0.3562452367
1950	0.8657547682	0.3562140997
1951	0.8658773666	0.3561349505
1952	0.8658948806	0.3560946255
1953	0.8658773666	0.3560743569
1954	0.8659649369	0.3560365559
1955	0.865999965	0.3559843738
1956	0.8659123947	0.3559442895
1957	0.8660349931	0.355884977
1958	0.8660525071	0.3558356876
1959	0.8659474228	0.3558043703
1960	0.8660349931	0.3557709592
1961	0.8660700212	0.3557303748
1962	0.8661400774	0.3556943192
1963	0.8661050493	0.3556655204
1964	0.8660875352	0.3556178396
1965	0.8661400774	0.3555547072
1966	0.8661225634	0.3555149034
1967	0.8661225634	0.3554765055
1968	0.8661225634	0.3554319298
1969	0.8661926196	0.355382765
1970	0.8662801899	0.3552832387
1971	0.866315218	0.3552590478
1972	0.866332732	0.3552418478
1973	0.866332732	0.3551764015
1974	0.8663677601	0.3551468296
1975	0.8664903585	0.3551022717
1976	0.8663852742	0.3550409907
1977	0.8665429007	0.3549782142
1978	0.8665429007	0.3548943082
1979	0.8666129569	0.3548252601
1980	0.8665779288	0.3548011355
1981	0.866630471	0.3547486613
1982	0.8666129569	0.3547052692
1983	0.8666830131	0.3546827768
1984	0.8667180412	0.3546494155
1985	0.8667355553	0.3546242371
1986	0.8667530693	0.3545873386
1987	0.8667355553	0.3545340618
1988	0.8667705834	0.3544596762
1989	0.8667530693	0.3544156606
1990	0.8667705834	0.3543800374
1991	0.8666654991	0.3543454122
1992	0.8667180412	0.3542945081
1993	0.8667355553	0.3542477065
1994	0.8667005272	0.3542095622
1995	0.8667355553	0.3541820985
1996	0.8667180412	0.3541483452
1997	0.8667005272	0.3540896816
1998	0.8668056115	0.3540605177
1999	0.8668406396	0.354012189
2000	0.8668931818	0.3539601977
2001	0.8669807521	0.3539160527
2002	0.8669982661	0.3538852428
2003	0.8669982661	0.3538353081
2004	0.8670332942	0.35381338
2005	0.8670157802	0.3537116817
2006	0.8669457239	0.3536579673
2007	0.8669457239	0.3536251828
2008	0.866963238	0.3535881382
2009	0.8669106958	0.3535448921
2010	0.866963238	0.3534971106
2011	0.866963238	0.353465342
2012	0.8670157802	0.3534081225
2013	0.8670858364	0.3533797714
2014	0.8671033504	0.3533265653
2015	0.8670332942	0.3532954637
2016	0.8670683223	0.3532480064
2017	0.8670508083	0.3531909752
2018	0.8670683223	0.353145024
2019	0.8671033504	0.353107915
2020	0.8670683223	0.353066142
2021	0.8670332942	0.3530084575
2022	0.8670858364	0.3529517339
2023	0.8671033504	0.3528893741
2024	0.8671383785	0.3528630886
2025	0.8671558926	0.3528084863
2026	0.8671383785	0.3527602511
2027	0.8672084348	0.3526855805
2028	0.8673135191	0.3526580411
2029	0.8673835753	0.3526105402
2030	0.8673660613	0.3525971443
2031	0.8674361175	0.3525436003
2032	0.8674886596	0.3524999113
2033	0.8674536315	0.3524597952
2034	0.8674186034	0.3524157087
2035	0.8674536315	0.3523570235
2036	0.8675061737	0.3523279122
2037	0.8674711456	0.3523079188
2038	0.8674711456	0.3522685982
2039	0.8674711456	0.3522222468
2040	0.8674711456	0.3521913938
2041	0.8674886596	0.3521627342
2042	0.8674711456	0.3521397699
2043	0.8674711456	0.3520594836
2044	0.8674186034	0.3520316766
2045	0.8674886596	0.3519580044
2046	0.867593744	0.3519269388
2047	0.8675412018	0.3518592008
2048	0.8675587159	0.3518224394
2049	0.8675412018	0.3517873697
2050	0.867593744	0.351747752
2051	0.8675762299	0.351720062
2052	0.8676287721	0.3516897135
2053	0.8677513705	0.3516596299
2054	0.8677338564	0.3516211485
2055	0.8676988283	0.3515904173
2056	0.8676813143	0.3515531461
2057	0.8676462861	0.3515203773
2058	0.8676988283	0.3514899235
2059	0.8678039126	0.3514141226
2060	0.8677863986	0.3513781277
2061	0.8678389407	0.3513444417
2062	0.8678039126	0.35130287
2063	0.8678214267	0.351252886
2064	0.8678739689	0.3511976287
2065	0.8678564548	0.3511419832
2066	0.8679440251	0.3510693545
2067	0.8679615391	0.3510396631
2068	0.8680315954	0.3509639835
2069	0.8680315954	0.3509143441
2070	0.8681016516	0.3508832103
2071	0.8681016516	0.3508314943
2072	0.8680841375	0.3507848206
2073	0.8681541937	0.3507310645
2074	0.8682067359	0.3506810192
2075	0.8681541937	0.3506540294
2076	0.8681892219	0.3506114773
2077	0.8681191656	0.3505891813
2078	0.8681191656	0.3505746468
2079	0.8682767921	0.3505155387
2080	0.8682943062	0.3504518997
2081	0.8682592781	0.3503977538
2082	0.8683293343	0.3503260835
2083	0.8683118202	0.3503023161
2084	0.8683293343	0.3502819641
2085	0.8682943062	0.3502384286
2086	0.8683468483	0.350213473
2087	0.8682943062	0.3501616473
2088	0.8682943062	0.3500988283
2089	0.8683118202	0.3500805645
2090	0.8683468483	0.3499942718
2091	0.8683118202	0.3499519837
2092	0.8683468483	0.3499092388
2093	0.8684344186	0.3498447938
2094	0.8684869608	0.349824419
2095	0.8684344186	0.3498027211
2096	0.8684869608	0.349779317
2097	0.868539503	0.3496897033
2098	0.8685745311	0.3496491102
2099	0.8685745311	0.3496279849
2100	0.868539503	0.3495893535
2101	0.8684519327	0.3495557851
2102	0.8685044748	0.3494860632
2103	0.8685219889	0.349464292
2104	0.8685219889	0.3494217561
2105	0.8685044748	0.3494021722
2106	0.8684519327	0.3493877497
2107	0.8685219889	0.3493472824
2108	0.8685745311	0.3492938959
2109	0.8686445873	0.3492577813
2110	0.8687496716	0.3492075844
2111	0.8687321576	0.3491706053
2112	0.8687846997	0.3491255164
2113	0.8687846997	0.3490974784
2114	0.8687146435	0.3490513088
2115	0.8687496716	0.3490100861
2116	0.8687496716	0.348971564
2117	0.8687146435	0.348934521
2118	0.8687321576	0.3488910765
2119	0.8686796154	0.3488620075
2120	0.8687846997	0.3488266544
2121	0.8688197278	0.3487903848
2122	0.8688897841	0.3487320386
2123	0.8689072981	0.3486996842
2124	0.86887227	0.3486588864
2125	0.8688547559	0.3486250148
2126	0.8688897841	0.3485803903
2127	0.8689948684	0.3485192301
2128	0.8690298965	0.3485040125
2129	0.8690824387	0.3484695323
2130	0.8691174668	0.3484123127
2131	0.869187523	0.3483635243
2132	0.8691700089	0.3483083288
2133	0.8690298965	0.3482277597
2134	0.8690123824	0.3481736738
2135	0.8689598403	0.3481190742
2136	0.8689598403	0.3480617075
2137	0.8689598403	0.348037838
2138	0.8690474105	0.3479977909
2139	0.8690824387	0.3479319513
2140	0.8691524949	0.3478853483
2141	0.869187523	0.3478209955
2142	0.869205037	0.3478022829
2143	0.869205037	0.347784342
2144	0.8692575792	0.3477350523
2145	0.8692575792	0.3476894776
2146	0.8693276354	0.347660221
2147	0.8693276354	0.3476291376
2148	0.8693801776	0.3476131741
2149	0.8694327198	0.3475682663
2150	0.8695553181	0.3475397131
2151	0.8695903463	0.3474914377
2152	0.8695553181	0.3474500173
2153	0.86952029	0.3473891893
2154	0.8693626635	0.3473399675
2155	0.8693626635	0.3473132871
2156	0.8694852619	0.3472525479
2157	0.8694327198	0.3472223107
2158	0.8694502338	0.3471836095
2159	0.8695378041	0.3471522717
2160	0.8694677479	0.347093226
2161	0.8694852619	0.3470654449
2162	0.869502776	0.3470253324
2163	0.869502776	0.3469813739
2164	0.869502776	0.3469551645
2165	0.869502776	0.346935949
2166	0.8694502338	0.3468946237
2167	0.8694502338	0.3468457215
2168	0.86952029	0.3467843915
2169	0.869502776	0.3467389495
2170	0.8694852619	0.3467025049
2171	0.8695553181	0.3466667778
2172	0.8695728322	0.3465892445
2173	0.8696604025	0.346531106
2174	0.8696954306	0.3465020432
2175	0.8697479727	0.3464746313
2176	0.8697830009	0.3464130699
2177	0.8697830009	0.3463863301
2178	0.8698005149	0.3463381803
2179	0.8697654868	0.3462939688
2180	0.8697830009	0.3462742677
2181	0.8698880852	0.3462470981
2182	0.8699406274	0.3462184107
2183	0.8699581414	0.3461899513
2184	0.8699931695	0.3461537394
2185	0.8699406274	0.3461033332
2186	0.8699756555	0.3460640064
2187	0.8700457117	0.3460102578
2188	0.8700632257	0.3459952273
2189	0.8700982538	0.3459661175
2190	0.8700982538	0.3459269606
2191	0.870133282	0.3458795584
2192	0.8701157679	0.3458461509
2193	0.8701157679	0.3458452466
2194	0.870150796	0.3458140905
2195	0.8701157679	0.3457654921
2196	0.8700457117	0.3457310589
2197	0.8700982538	0.3457041607
2198	0.8701683101	0.345674801
2199	0.8702033382	0.3456364088
2200	0.870133282	0.3456211057
2201	0.8701858241	0.345586371
2202	0.8701683101	0.3455578759
2203	0.8702033382	0.345531656
2204	0.8702033382	0.3455160816
2205	0.8701858241	0.345459854
2206	0.8702909085	0.3454119238
2207	0.8703784787	0.3453854678
2208	0.870466049	0.3453391771
2209	0.8704835631	0.3452661849
2210	0.8705536193	0.3452245839
2211	0.870466049	0.345167431
2212	0.8706762177	0.3451119648
2213	0.8706236755	0.3450921273
2214	0.8705886474	0.3450551444
2215	0.8706061614	0.3450033018
2216	0.8706411896	0.3449654368
2217	0.8706587036	0.3449101079
2218	0.8706236755	0.3448623853
2219	0.8706762177	0.3448341289
2220	0.8706762177	0.3448082237
2221	0.8706587036	0.3447258054
2222	0.8706236755	0.3446982415
2223	0.8706937317	0.344660515
2224	0.8707287598	0.3445648121
2225	0.8707637879	0.3445231019
2226	0.8708688723	0.3444831661
2227	0.8708688723	0.3444262103
2228	0.8708863863	0.3443918465
2229	0.8708688723	0.3443000569
2230	0.8709914707	0.3442403193
2231	0.8710790409	0.3441860099
2232	0.8710790409	0.3441397515
2233	0.871096555	0.3441103937
2234	0.8711315831	0.344093713
2235	0.871114069	0.3440532824
2236	0.871114069	0.3440095542
2237	0.8711666112	0.3439922925
2238	0.8711666112	0.3439665705
2239	0.8711315831	0.3439262914
2240	0.8712191534	0.343861656
2241	0.8712716955	0.3438411039
2242	0.8713067236	0.3438149451
2243	0.8713242377	0.3437743578
2244	0.8713767799	0.3437052467
2245	0.8713067236	0.3436577936
2246	0.8712892096	0.343583966
2247	0.8713242377	0.3435452208
2248	0.8713242377	0.3434752263
2249	0.8713942939	0.3434520127
2250	0.8714643501	0.3434213678
2251	0.8715168923	0.3433758965
2252	0.8715869485	0.3433577377
2253	0.8716219766	0.3432919671
2254	0.8716044626	0.3432401252
2255	0.8716394907	0.3432083562
2256	0.8716570047	0.3431562109
2257	0.8716219766	0.3431324373
2258	0.8715694345	0.3431172401
2259	0.8715519204	0.3430657006
2260	0.8715694345	0.3430269566
2261	0.8716044626	0.3430026083
2262	0.8716394907	0.3429763052
2263	0.8716044626	0.3429502968
2264	0.8716920329	0.3428778185
2265	0.8716745188	0.3428630313
2266	0.8716745188	0.3428427467
2267	0.8716219766	0.3428081821
2268	0.8715869485	0.3427792645
2269	0.8715694345	0.3427506119
2270	0.8715694345	0.3427064795
2271	0.8715344064	0.3426803262
2272	0.8714993783	0.3426602432
2273	0.8714993783	0.3426125797
2274	0.8714818642	0.3425510437
2275	0.8715344064	0.3424833892
2276	0.8715344064	0.3424448727
2277	0.8715519204	0.3424083584
2278	0.8715869485	0.3423836072
2279	0.8715869485	0.3423641904
2280	0.8716920329	0.3423166836
2281	0.8716920329	0.3422853563
2282	0.8716570047	0.3422467157
2283	0.8717796031	0.3422088861
2284	0.8717971172	0.3421490793
2285	0.8717971172	0.3421244475
2286	0.8718321453	0.3420870848
2287	0.8718321453	0.342047461
2288	0.8718671734	0.3420012664
2289	0.8718671734	0.3419667109
2290	0.8719022015	0.3418851503
2291	0.8719022015	0.3418586006
2292	0.8718671734	0.3418416081
2293	0.8718846875	0.3418296381
2294	0.8719022015	0.3418106685
2295	0.8718846875	0.3417700498
2296	0.8719197156	0.3417532955
2297	0.8718846875	0.3417314378
2298	0.8719197156	0.3416974194
2299	0.8720247999	0.3416442405
2300	0.8720773421	0.3416176451
2301	0.872059828	0.3416009843
2302	0.8720773421	0.3415684348
2303	0.872042314	0.3415296548
2304	0.872042314	0.3415084334
2305	0.872042314	0.3414576258
2306	0.8721123702	0.3414282723
2307	0.8722524826	0.3413683181
2308	0.8722349686	0.341348958
2309	0.8722875107	0.3412993706
2310	0.8722875107	0.3412423935
2311	0.8722174545	0.3412166505
2312	0.8722875107	0.3411811579
2313	0.8722349686	0.3411546957
2314	0.8722524826	0.3411385454
2315	0.8723050248	0.3410943644
2316	0.8723400529	0.3410613673
2317	0.8723050248	0.341012545
2318	0.872375081	0.3409739202
2319	0.8723925951	0.3409376331
2320	0.8723925951	0.3409081548
2321	0.8724276232	0.3408795572
2322	0.8724276232	0.3408351301
2323	0.8724451372	0.3407964546
2324	0.8724451372	0.3407143784
2325	0.8724976794	0.3406796518
2326	0.8726202778	0.3406337711
2327	0.8726027637	0.3405911529
2328	0.8726728199	0.3405708569
2329	0.8726377918	0.3405179114
2330	0.8726728199	0.3405015848
2331	0.8726728199	0.3404764509
2332	0.872690334	0.3404486479
2333	0.8726728199	0.3404033054
2334	0.8726202778	0.3403772433
2335	0.8726377918	0.3403140455
2336	0.8726377918	0.3402583355
2337	0.8725677356	0.3402296715
2338	0.8726728199	0.34017748
2339	0.8726202778	0.3401391847
2340	0.8726553059	0.3401141613
2341	0.872707848	0.3400680332
2342	0.872690334	0.3400030761
2343	0.8727253621	0.3399774157
2344	0.8727428762	0.3399378541
2345	0.8726553059	0.3399072105
2346	0.872690334	0.3398685529
2347	0.8727253621	0.3398149775
2348	0.8726728199	0.3397735873
2349	0.872707848	0.3397433036
2350	0.8727253621	0.3396953177
2351	0.8728304464	0.339651171
2352	0.8728654745	0.3396105537
2353	0.8728829886	0.3395909175
2354	0.8729005027	0.3395636605
2355	0.8728829886	0.3395197972
2356	0.8728829886	0.3394542014
2357	0.8728654745	0.3394337907
2358	0.8728479605	0.3393938404
2359	0.8729355308	0.339345853
2360	0.873005587	0.3392963888
2361	0.873023101	0.339283925
2362	0.8729530448	0.3392480287
2363	0.8729355308	0.3392183309
2364	0.873023101	0.3391531632
2365	0.8730581291	0.3391312069
