iter	Accuracy	MultiClass
3674	0.8921484491	0.2980693476
3675	0.8922009913	0.2980452126
3676	0.8922009913	0.2980200909
3677	0.8923060756	0.2979918058
3678	0.8922360194	0.2979640733
3679	0.8923060756	0.2979418908
3680	0.8923235897	0.2979150804
3681	0.8923586178	0.2978963868
3682	0.8923761318	0.2978634111
3683	0.8923586178	0.2978550685
3684	0.8923586178	0.2978291497
3685	0.8923586178	0.2978016492
3686	0.8923936459	0.2977689519
3687	0.89241116	0.2977475224
3688	0.89241116	0.2977256711
3689	0.8923761318	0.2976970797
3690	0.8924461881	0.2976722276
3691	0.892428674	0.2976539258
3692	0.8924461881	0.2976205016
3693	0.8925337583	0.2975959481
3694	0.8924987302	0.2975771118
3695	0.8924461881	0.2975435704
3696	0.892428674	0.2975323482
3697	0.8924461881	0.2974919629
3698	0.8924637021	0.2974619811
3699	0.8925162443	0.2974422621
3700	0.8925337583	0.2974212995
3701	0.8925337583	0.2974051305
3702	0.8925337583	0.2973642361
3703	0.8925687865	0.2973441859
3704	0.8925687865	0.2973220479
3705	0.8925337583	0.2973029895
3706	0.8925512724	0.2972754726
3707	0.8925512724	0.2972541586
3708	0.8925512724	0.2972304011
3709	0.8925337583	0.2971961885
3710	0.8924987302	0.297176413
3711	0.8924812162	0.2971303796
3712	0.8924987302	0.2971149399
3713	0.8925162443	0.2970875828
3714	0.8924987302	0.2970631421
3715	0.8925162443	0.2970404467
3716	0.8925162443	0.2970205359
3717	0.8925162443	0.2970035568
3718	0.8925337583	0.2969824487
3719	0.8925162443	0.2969523603
3720	0.8925162443	0.2969274208
3721	0.8925162443	0.2969018439
3722	0.8925337583	0.2968794345
3723	0.8925162443	0.2968476386
3724	0.8925337583	0.2968227881
3725	0.8926213286	0.2967919102
3726	0.8925863005	0.2967739393
3727	0.8926213286	0.2967363734
3728	0.8926213286	0.2967123926
3729	0.8927088989	0.2966831935
3730	0.8926913848	0.2966589305
3731	0.8926738708	0.2966359533
3732	0.8927614411	0.2966037651
3733	0.8927789551	0.2965704958
3734	0.8928490113	0.2965453732
3735	0.8928490113	0.2965088042
3736	0.8928314973	0.296486803
3737	0.8928490113	0.29647417
3738	0.8928139832	0.2964525285
3739	0.8928314973	0.2964359395
3740	0.8928840394	0.2964088192
3741	0.8929190676	0.2963935375
3742	0.8929190676	0.296377342
3743	0.8929365816	0.2963626989
3744	0.8929365816	0.2963269319
3745	0.8929015535	0.2963035213
3746	0.8929716097	0.2962906012
3747	0.8929540957	0.2962662969
3748	0.8930066378	0.2962347055
3749	0.8929540957	0.2961999888
3750	0.8930241519	0.296146571
3751	0.8930241519	0.2961177392
3752	0.8930066378	0.2961071421
3753	0.8929891238	0.2960718278
3754	0.8929716097	0.2960577687
3755	0.8929716097	0.2960201897
3756	0.8929540957	0.2959980235
3757	0.8929716097	0.2959728961
3758	0.8929891238	0.2959482791
3759	0.8930066378	0.2959239982
3760	0.8930066378	0.2959114398
3761	0.8930066378	0.2958851734
3762	0.89305918	0.2958569279
3763	0.8931117222	0.2958315671
3764	0.8931817784	0.2958035073
3765	0.8931292362	0.2957814478
3766	0.8931467503	0.295746262
3767	0.8931292362	0.2957410658
3768	0.8931642643	0.2957195369
3769	0.8931817784	0.2956910569
3770	0.8932168065	0.2956578939
3771	0.8932168065	0.295579503
3772	0.8932343205	0.2955636827
3773	0.8932343205	0.2955608624
3774	0.8932518346	0.2955394842
3775	0.8932168065	0.2955175016
3776	0.8932693487	0.2954838427
3777	0.8932868627	0.2954619409
3778	0.8933394049	0.2954392706
3779	0.8934970314	0.2954056267
3780	0.8934970314	0.2953773218
3781	0.8934269751	0.2953565098
3782	0.8934970314	0.2953418191
3783	0.893391947	0.2953305984
3784	0.893374433	0.2953054372
3785	0.8933569189	0.2952834379
3786	0.8933569189	0.2952583058
3787	0.8933218908	0.2952310164
3788	0.8932868627	0.2952177959
3789	0.8933394049	0.2952084715
3790	0.8934094611	0.2951802357
3791	0.8934269751	0.2951622955
3792	0.8934620033	0.2951441564
3793	0.893374433	0.2951148476
3794	0.8935495735	0.2950682598
3795	0.8935145454	0.2950323926
3796	0.8935145454	0.2950222358
3797	0.8934795173	0.294997868
3798	0.8935320595	0.2949698268
3799	0.8935846016	0.2949344865
3800	0.8935670876	0.2949050518
3801	0.8936371438	0.294879367
3802	0.8936196298	0.2948721484
3803	0.893689686	0.2948594714
3804	0.8935495735	0.2948325389
3805	0.8935320595	0.2948069084
3806	0.8936721719	0.2947712804
3807	0.8936196298	0.2947406742
3808	0.8936721719	0.294717362
3809	0.8937597422	0.2946977798
3810	0.8937597422	0.29466033
3811	0.8937072	0.294643089
3812	0.8937947703	0.2946260396
3813	0.8936721719	0.294589831
3814	0.8936721719	0.2945660523
3815	0.8937247141	0.294547995
3816	0.8937597422	0.2945349825
3817	0.8937772562	0.2945074219
3818	0.8937772562	0.2944934465
3819	0.8937072	0.2944683883
3820	0.8937422281	0.294453904
3821	0.8937772562	0.2944411881
3822	0.8938823406	0.2944206501
3823	0.8938998546	0.2944021816
3824	0.8937772562	0.2943834527
3825	0.8938122844	0.2943524217
3826	0.8938648265	0.2943039242
3827	0.8938473125	0.294298977
3828	0.8938648265	0.2942777427
3829	0.8938823406	0.2942467139
3830	0.8939523968	0.2942295531
3831	0.8938998546	0.2942072041
3832	0.8939348827	0.2941829083
3833	0.8939348827	0.2941529987
3834	0.8939699109	0.2941371789
3835	0.8939874249	0.2941048426
3836	0.894004939	0.2940663039
3837	0.8939874249	0.2940446039
3838	0.8939699109	0.2940278363
3839	0.894022453	0.293996037
3840	0.894004939	0.2939680828
3841	0.8940574811	0.2939463444
3842	0.8940749952	0.2939180667
3843	0.8941625655	0.2939004475
3844	0.8941800795	0.2938709748
3845	0.8940749952	0.2938440665
3846	0.8940399671	0.2938143565
3847	0.8940399671	0.2937960674
3848	0.8940925092	0.2937712232
3849	0.8941100233	0.2937439709
3850	0.8941450514	0.2937239921
3851	0.8941100233	0.2937112749
3852	0.8941275373	0.2936932632
3853	0.8940925092	0.2936590312
3854	0.8941450514	0.2936264939
3855	0.8940925092	0.2936092585
3856	0.8940925092	0.2935964561
3857	0.8941275373	0.2935640214
3858	0.8940925092	0.2935463069
3859	0.8941100233	0.2935316693
3860	0.8941450514	0.2934985952
3861	0.8942151076	0.293479321
3862	0.8941625655	0.293439622
3863	0.8941625655	0.293416128
3864	0.8941800795	0.2933964187
3865	0.8941625655	0.2933630631
3866	0.8942326217	0.2933111782
3867	0.8942501357	0.293293005
3868	0.8942501357	0.293267348
3869	0.8942326217	0.2932460143
3870	0.8942501357	0.2932244991
3871	0.8942151076	0.2932125943
3872	0.8942676498	0.2931918341
3873	0.8942501357	0.2931402772
3874	0.8943026779	0.2931131982
3875	0.8943727341	0.2930913224
3876	0.8943552201	0.2930504742
3877	0.8943552201	0.2930051237
3878	0.8943026779	0.292972116
3879	0.894337706	0.2929563727
3880	0.894320192	0.2929433743
3881	0.894337706	0.292912312
3882	0.894320192	0.2928830876
3883	0.8943552201	0.2928579674
3884	0.8943727341	0.2928202
3885	0.8943902482	0.2928051084
3886	0.8944603044	0.2927824779
3887	0.8944778184	0.2927640722
3888	0.8944778184	0.2927204998
3889	0.8944427903	0.292693675
3890	0.8944603044	0.2926765278
3891	0.8944427903	0.2926590511
3892	0.8944778184	0.2926381482
3893	0.8944778184	0.2926190833
3894	0.8944778184	0.2926022543
3895	0.8944603044	0.2925797565
3896	0.8944953325	0.2925521992
3897	0.8945128466	0.2925121516
3898	0.8945128466	0.2924795815
3899	0.8944953325	0.2924499135
3900	0.8945478747	0.2924148455
3901	0.8946004168	0.2923781528
3902	0.8946179309	0.2923653459
3903	0.8946004168	0.2923348661
3904	0.8946179309	0.2923071979
3905	0.8945653887	0.2922886181
3906	0.8946179309	0.2922673222
3907	0.8945829028	0.2922360342
3908	0.8945653887	0.2922143799
3909	0.8945829028	0.2921971322
3910	0.8945653887	0.2921764734
3911	0.8946179309	0.2921551781
3912	0.8946354449	0.292125783
3913	0.8946879871	0.2921037143
3914	0.8946879871	0.2920873282
3915	0.8947055012	0.2920788924
3916	0.8947230152	0.292061903
3917	0.8947755574	0.2920472359
3918	0.8947930714	0.2919989247
3919	0.8947930714	0.2919822836
3920	0.8948456136	0.2919684452
3921	0.8947930714	0.2919490113
3922	0.8947930714	0.2919342935
3923	0.8947580433	0.2919176683
3924	0.8947930714	0.2918835048
3925	0.8948456136	0.2918536705
3926	0.8949331839	0.2918393067
3927	0.8948806417	0.2918194963
3928	0.8949156698	0.2917995677
3929	0.8949506979	0.2917663529
3930	0.894968212	0.2917406718
3931	0.8950032401	0.2917220531
3932	0.8949331839	0.2917077873
3933	0.8949506979	0.2916869584
3934	0.8949156698	0.2916565072
3935	0.8949506979	0.2916276136
3936	0.894985726	0.2915906797
3937	0.894968212	0.2915678596
3938	0.894968212	0.2915546009
3939	0.8950032401	0.2915293737
3940	0.8950032401	0.2915032268
3941	0.8950557823	0.29147552
3942	0.8950732963	0.291452438
3943	0.8950557823	0.2914271435
3944	0.8950207542	0.2914138967
3945	0.8950382682	0.2913954565
3946	0.8950557823	0.2913670675
3947	0.8950908104	0.2913287108
3948	0.8950557823	0.2913083495
3949	0.8951608666	0.2912687461
3950	0.8951783807	0.2912482555
3951	0.8951608666	0.2912329914
3952	0.8951258385	0.2911804588
3953	0.8951433525	0.2911510775
3954	0.8951433525	0.2911314786
3955	0.8951083244	0.2911053797
3956	0.8951433525	0.2910841099
3957	0.8951433525	0.2910641526
3958	0.8951783807	0.2910396434
3959	0.8951958947	0.2910112426
3960	0.8952309228	0.2909841287
3961	0.8952309228	0.2909475809
3962	0.895283465	0.290919449
3963	0.8952659509	0.2909067908
3964	0.8953184931	0.2908892402
3965	0.895300979	0.2908629567
3966	0.8953184931	0.2908473172
3967	0.8953360071	0.2908184056
3968	0.8953360071	0.29078119
3969	0.8953184931	0.2907683968
3970	0.8953360071	0.2907596583
3971	0.8953360071	0.2907351705
3972	0.895300979	0.2907189092
3973	0.8952659509	0.2907028096
3974	0.8953184931	0.2906709601
3975	0.895300979	0.2906430473
3976	0.895300979	0.2906298087
3977	0.8953184931	0.2906189828
3978	0.8953710353	0.2905901845
3979	0.8953535212	0.2905541158
3980	0.8954060634	0.2905170058
3981	0.8954586055	0.2904850001
3982	0.8954586055	0.2904580033
3983	0.8954410915	0.2904466416
3984	0.8954586055	0.2904121403
3985	0.8954761196	0.2903966808
3986	0.8954761196	0.2903758205
3987	0.8954235774	0.2903443108
3988	0.8954586055	0.2903192471
3989	0.8955461758	0.2902913204
3990	0.895616232	0.2902634415
3991	0.895598718	0.2902466786
3992	0.8956337461	0.2902224344
3993	0.895598718	0.2902001172
3994	0.8955812039	0.2901786961
3995	0.8956512601	0.2901434739
3996	0.8956512601	0.290118629
3997	0.8956512601	0.2901005314
3998	0.8956512601	0.2900654844
3999	0.8956687742	0.2900406609
4000	0.8956687742	0.2900138068
4001	0.8956687742	0.2899948286
4002	0.8957213164	0.2899606068
4003	0.8957213164	0.2899487632
4004	0.8957038023	0.2899062592
4005	0.8956512601	0.2898843811
4006	0.8956337461	0.2898728522
4007	0.895616232	0.2898488285
4008	0.895598718	0.2898315759
4009	0.8956337461	0.2898055774
4010	0.8957388304	0.289789101
4011	0.8957388304	0.2897646721
4012	0.8956862882	0.2897470199
4013	0.8956687742	0.2897308087
4014	0.8957213164	0.2896991125
4015	0.8956862882	0.2896841145
4016	0.8956862882	0.2896654803
4017	0.895616232	0.2896551494
4018	0.8956337461	0.289625325
4019	0.8956687742	0.2896013717
4020	0.8957038023	0.2895896998
4021	0.8957388304	0.2895708578
4022	0.8957213164	0.2895428259
4023	0.8957913726	0.289525616
4024	0.8957913726	0.289507179
4025	0.8957563445	0.2894772046
4026	0.8957913726	0.2894547232
4027	0.8957913726	0.289426871
4028	0.8957738585	0.2894152373
4029	0.8957913726	0.2893838593
4030	0.8958088866	0.2893545464
4031	0.8957388304	0.2893251828
4032	0.8957563445	0.2893089198
4033	0.8957213164	0.2892853816
4034	0.8956862882	0.289258112
4035	0.8956862882	0.2892475519
4036	0.8957038023	0.289217149
4037	0.8957038023	0.2892079532
4038	0.8957388304	0.2891820135
4039	0.8957388304	0.2891445577
4040	0.8958264007	0.2891250962
4041	0.8958614288	0.2890976869
4042	0.8958614288	0.2890654137
4043	0.8958088866	0.2890461876
4044	0.8958614288	0.2890235275
4045	0.8958439147	0.2889966468
4046	0.8958614288	0.2889593063
4047	0.895931485	0.288935106
4048	0.895931485	0.2889167017
4049	0.8959665131	0.2888945258
4050	0.8959840272	0.2888853291
4051	0.8959489991	0.2888713855
4052	0.895931485	0.288846633
4053	0.8960190553	0.2888123103
4054	0.8959840272	0.2887969256
4055	0.8960715975	0.2887748932
4056	0.8960365693	0.2887553598
4057	0.8960365693	0.288730345
4058	0.8959840272	0.2886959365
4059	0.8959665131	0.2886792479
4060	0.8960365693	0.2886478972
4061	0.8960715975	0.2886278244
4062	0.8960540834	0.2885952918
4063	0.8961066256	0.2885808295
4064	0.8960715975	0.2885589284
4065	0.8960540834	0.2885474366
4066	0.8960540834	0.2885276839
4067	0.8960715975	0.288508319
4068	0.8960015412	0.2884926609
4069	0.8960190553	0.2884719623
4070	0.8960015412	0.2884517647
4071	0.8960015412	0.2884339099
4072	0.8960015412	0.2884124057
4073	0.8960715975	0.2883822508
4074	0.8960715975	0.2883626895
4075	0.8960365693	0.2883293384
4076	0.8960365693	0.288309104
4077	0.8960715975	0.2882802571
4078	0.8961241396	0.2882650658
4079	0.8961591677	0.2882375489
4080	0.8961591677	0.288211947
4081	0.896246738	0.2881875876
4082	0.896229224	0.2881756847
4083	0.896229224	0.28816031
4084	0.8962117099	0.2881483167
4085	0.896246738	0.2881197447
4086	0.8962817661	0.2880987475
4087	0.8962992802	0.2880660219
4088	0.8962817661	0.2880285339
4089	0.8962817661	0.2880083964
4090	0.8963343083	0.2879813459
4091	0.8963518223	0.2879633173
4092	0.8963518223	0.2879463506
4093	0.8964043645	0.2879178599
4094	0.8964043645	0.2879029239
4095	0.8964218786	0.2878746866
4096	0.8963868504	0.2878595269
4097	0.8964569067	0.2878428416
4098	0.8965444769	0.2878237184
4099	0.8965970191	0.2878072267
4100	0.8966670753	0.2877854201
4101	0.8966670753	0.2877565673
4102	0.8966320472	0.2877110549
4103	0.8966495613	0.2876863876
4104	0.8966320472	0.287676619
4105	0.8965795051	0.2876469531
4106	0.8965970191	0.2876126707
4107	0.8966320472	0.2875833105
4108	0.8966320472	0.2875642842
4109	0.8966670753	0.2875350457
4110	0.8966495613	0.2875204063
4111	0.8966670753	0.2874993852
4112	0.8966845894	0.2874802232
4113	0.8966495613	0.287461547
4114	0.8966670753	0.2874422193
4115	0.8966845894	0.2874239163
4116	0.8966845894	0.2873980057
4117	0.8967371315	0.2873770379
4118	0.8966845894	0.2873542593
4119	0.8966845894	0.2873416411
4120	0.8966320472	0.2873199404
4121	0.8967371315	0.2873085973
4122	0.8967546456	0.2872952319
4123	0.8967546456	0.2872668452
4124	0.8967721597	0.2872442525
4125	0.8967196175	0.2872173452
4126	0.8967371315	0.2872029967
4127	0.8967546456	0.2871888938
4128	0.8967896737	0.2871558388
4129	0.8967371315	0.2871324577
4130	0.8967371315	0.2871032843
4131	0.8968422159	0.2870881623
4132	0.8968247018	0.287069921
4133	0.8968422159	0.287037443
4134	0.896877244	0.2870247462
4135	0.896877244	0.2870181663
4136	0.8969122721	0.2870000059
4137	0.8969122721	0.2869845388
4138	0.8969297862	0.2869620591
4139	0.8969473002	0.2869354767
4140	0.8969473002	0.2869271108
4141	0.8968597299	0.2869025969
4142	0.8968597299	0.2868723396
4143	0.8969648143	0.2868490283
4144	0.8969823283	0.2868196035
4145	0.8969648143	0.2868088121
4146	0.8969297862	0.2867851635
4147	0.8969823283	0.2867705865
4148	0.8969998424	0.2867527828
4149	0.8970173564	0.2867267062
4150	0.8971399548	0.2867010976
4151	0.8971224408	0.2866723138
4152	0.8971224408	0.2866539871
4153	0.8970348705	0.286644859
4154	0.8970874126	0.2866231729
4155	0.8971049267	0.2865958916
4156	0.8970523845	0.2865800122
4157	0.8971049267	0.2865540055
4158	0.8971224408	0.2865182731
4159	0.8971574689	0.286495804
4160	0.8971574689	0.2864689603
4161	0.8972625532	0.2864458006
4162	0.8972625532	0.2864300434
4163	0.897192497	0.286413734
4164	0.8972800673	0.2863896437
4165	0.8972975813	0.2863654048
4166	0.8971749829	0.2863521726
4167	0.8971399548	0.2863374343
4168	0.8971399548	0.2863267539
4169	0.8971574689	0.2863010522
4170	0.8971574689	0.2862827904
4171	0.8971399548	0.2862415651
4172	0.8970874126	0.2862204627
4173	0.8971399548	0.2861894223
4174	0.8971399548	0.2861710344
4175	0.8971749829	0.2861524992
4176	0.897192497	0.2861201308
4177	0.8971749829	0.2861045081
4178	0.897192497	0.2860823214
4179	0.897210011	0.2860625672
4180	0.8972275251	0.2860394873
4181	0.8972275251	0.2860182165
4182	0.8972275251	0.2860035641
4183	0.8971749829	0.285968379
4184	0.8971574689	0.2859345214
4185	0.897192497	0.285919244
4186	0.8972275251	0.2858739698
4187	0.897210011	0.2858448698
4188	0.8972275251	0.2858228613
4189	0.8972450391	0.2858066841
4190	0.8973150954	0.2857734134
4191	0.8972625532	0.285749941
4192	0.8973326094	0.2857416965
4193	0.8973676375	0.2856983907
4194	0.8973501235	0.2856830064
4195	0.8973676375	0.2856601004
4196	0.8974026656	0.2856397078
4197	0.8973150954	0.285625092
4198	0.8974201797	0.2856014799
4199	0.8974727219	0.2855669307
4200	0.897525264	0.2855510376
4201	0.8974902359	0.2855296687
4202	0.8974902359	0.2855048488
4203	0.89750775	0.2854923629
4204	0.897525264	0.2854739271
4205	0.897525264	0.285437935
4206	0.8974727219	0.2854067127
4207	0.8974376937	0.2853933358
4208	0.8974902359	0.2853768291
4209	0.8974727219	0.2853612784
4210	0.8974727219	0.2853444203
4211	0.89750775	0.2853220329
4212	0.8974902359	0.2852996784
4213	0.8975427781	0.2852777128
4214	0.89750775	0.2852628583
4215	0.8975778062	0.2852334033
4216	0.8975602921	0.285223654
4217	0.8975602921	0.2852064133
4218	0.8975427781	0.2851845916
4219	0.8976303484	0.285145253
4220	0.8975602921	0.2851289548
4221	0.89750775	0.2850943226
4222	0.8975602921	0.2850727853
4223	0.8976828905	0.2850354522
4224	0.8977004046	0.2850197669
4225	0.8976478624	0.2850026672
4226	0.8976128343	0.2849840976
4227	0.8976828905	0.2849551658
4228	0.8977879748	0.2849247798
4229	0.8977879748	0.2848907488
4230	0.8978054889	0.2848756661
4231	0.8978755451	0.2848559896
4232	0.8977879748	0.2848372434
4233	0.8977704608	0.2848204268
4234	0.8977354327	0.2847942445
4235	0.8977879748	0.2847785155
4236	0.8977529467	0.2847493212
4237	0.8977704608	0.2847224695
4238	0.8978054889	0.2846969827
4239	0.8977704608	0.2846788249
4240	0.8977879748	0.2846611426
4241	0.8977704608	0.2846445443
4242	0.8978580311	0.284604997
4243	0.897840517	0.2845853912
4244	0.8977704608	0.284561668
4245	0.8977879748	0.2845460019
4246	0.897823003	0.2845265674
4247	0.897823003	0.2845045817
4248	0.897823003	0.2844848872
4249	0.8978755451	0.2844657793
4250	0.8978580311	0.2844156767
4251	0.8979456013	0.2843721807
4252	0.8979806295	0.2843623794
4253	0.8979631154	0.2843411704
4254	0.8979631154	0.2843177683
4255	0.8980506857	0.2842908521
4256	0.8980156576	0.2842658617
4257	0.8980331716	0.2842406436
4258	0.8980331716	0.2842189236
4259	0.8980156576	0.284205946
4260	0.8979280873	0.2841894319
4261	0.8979631154	0.2841714103
4262	0.8979631154	0.2841463279
4263	0.8979981435	0.2841311009
4264	0.8980506857	0.2841182267
4265	0.8980506857	0.2840966768
4266	0.8981207419	0.2840580278
4267	0.8981032278	0.2840424016
4268	0.898138256	0.2840098762
4269	0.89815577	0.2839822214
4270	0.8980681997	0.2839540223
4271	0.8980857138	0.2839316677
4272	0.8981732841	0.2839089103
4273	0.8981907981	0.2838802558
4274	0.8981907981	0.2838589638
4275	0.8982083122	0.2838416617
4276	0.8982433403	0.2838263234
4277	0.8982258262	0.2838067048
4278	0.8982433403	0.2837925377
4279	0.8982783684	0.2837750672
4280	0.8982433403	0.2837562439
4281	0.8982433403	0.283742221
4282	0.8982783684	0.2837057094
4283	0.8983309106	0.2836950416
4284	0.8983133965	0.2836776165
4285	0.8982433403	0.2836600513
4286	0.8982608543	0.2836467664
4287	0.8982783684	0.2836413431
4288	0.8982958824	0.2836228308
4289	0.8983133965	0.2835997234
4290	0.8983133965	0.2835879261
4291	0.8983484246	0.283564781
4292	0.8984009668	0.2835477839
4293	0.8983834527	0.2835239001
4294	0.8984535089	0.2835043226
4295	0.8984184808	0.2834719441
4296	0.8984535089	0.2834612186
4297	0.8985060511	0.2834318872
4298	0.8985936214	0.2834086332
4299	0.8985410792	0.2833939698
4300	0.8985585933	0.2833787049
4301	0.8984885371	0.2833583559
4302	0.8985060511	0.2833413397
4303	0.898471023	0.2833115101
4304	0.8985060511	0.2832956467
4305	0.8985410792	0.2832795868
4306	0.8985585933	0.283252469
4307	0.8985410792	0.2832208212
4308	0.8984885371	0.2832033722
4309	0.8985060511	0.283156322
4310	0.8985410792	0.2831411105
4311	0.8986461635	0.2831210947
4312	0.8985761073	0.2831036143
4313	0.8986811917	0.2830890061
4314	0.8986286495	0.2830699994
4315	0.8986286495	0.2830548418
4316	0.8986461635	0.2830215826
4317	0.8986461635	0.282996267
4318	0.8986461635	0.2829429127
4319	0.8986286495	0.2829107086
4320	0.8986111354	0.2828926421
4321	0.8986286495	0.282876998
4322	0.8986461635	0.2828560292
4323	0.8986636776	0.2828363214
4324	0.8987512479	0.2828017677
4325	0.8986811917	0.282781612
4326	0.8986636776	0.282766103
4327	0.8987337338	0.2827446733
4328	0.8987162198	0.2827177987
4329	0.8986811917	0.2827081197
4330	0.8987337338	0.2826916849
4331	0.8987512479	0.2826752078
4332	0.8987162198	0.2826507246
4333	0.8988563322	0.2826192872
4334	0.8988738463	0.2825782279
4335	0.8988913603	0.282560122
4336	0.8988213041	0.2825427222
4337	0.8988563322	0.2825168559
4338	0.898786276	0.2824928674
4339	0.89880379	0.2824763052
4340	0.8988213041	0.2824573482
4341	0.898786276	0.2824403595
4342	0.898786276	0.282416149
4343	0.8988213041	0.2823979966
4344	0.8988388182	0.2823781937
4345	0.8988563322	0.2823503992
4346	0.898786276	0.2823228371
4347	0.8988388182	0.2823029824
4348	0.8988388182	0.282290311
4349	0.898786276	0.2822704264
4350	0.8987512479	0.2822500013
4351	0.898786276	0.2822368124
4352	0.898786276	0.2822044791
4353	0.8988388182	0.2821915611
4354	0.89880379	0.2821737193
4355	0.8988213041	0.282153424
4356	0.89880379	0.2821468785
4357	0.89880379	0.2821187847
4358	0.898786276	0.2821020219
4359	0.8988388182	0.2820919325
4360	0.8988388182	0.2820741739
4361	0.898786276	0.2820489543
4362	0.898786276	0.2820423136
4363	0.898786276	0.2820107951
4364	0.8988213041	0.2819748776
4365	0.8988388182	0.2819580332
4366	0.8988388182	0.2819498103
4367	0.8988213041	0.2819324015
4368	0.8988388182	0.281920631
4369	0.8988563322	0.2819028781
4370	0.8988738463	0.2818554058
4371	0.8988213041	0.28182971
4372	0.8988563322	0.281800255
4373	0.8988738463	0.2817847771
4374	0.8989088744	0.2817641289
4375	0.8989439025	0.2817505646
4376	0.8990489868	0.2817160944
4377	0.8989964446	0.2816827599
4378	0.8989964446	0.2816497662
4379	0.8990489868	0.2816240988
4380	0.8990139587	0.2816043538
4381	0.8990314728	0.2815907427
4382	0.8990840149	0.2815743873
4383	0.8990489868	0.2815429629
4384	0.8990489868	0.2815276467
4385	0.8990139587	0.2815115364
4386	0.8990314728	0.2814804903
4387	0.8990139587	0.2814464363
4388	0.8990139587	0.2814246145
4389	0.8990139587	0.2814127862
4390	0.8990665009	0.2813851751
4391	0.899101529	0.2813633652
4392	0.899101529	0.2813381123
4393	0.899119043	0.2812983668
4394	0.8991365571	0.2812760484
4395	0.8991715852	0.2812417624
4396	0.8991540711	0.2812091147
4397	0.8991890993	0.281195705
4398	0.8992066133	0.2811788916
4399	0.8992591555	0.2811605969
4400	0.8992766695	0.2811505647
4401	0.8992066133	0.2811406082
4402	0.8992066133	0.2811230147
4403	0.8991890993	0.281102163
4404	0.8991715852	0.2810779866
4405	0.8992066133	0.2810472053
4406	0.8992066133	0.2810139462
4407	0.8992241274	0.2809714463
4408	0.8992766695	0.2809243804
4409	0.8992766695	0.2809146922
4410	0.8992416414	0.2808965871
4411	0.8992941836	0.2808788571
4412	0.8993467257	0.2808630588
4413	0.8992941836	0.2808513279
4414	0.8993817539	0.2808231474
4415	0.8993992679	0.2808064466
4416	0.899416782	0.2807887071
4417	0.899416782	0.2807641659
4418	0.8994518101	0.2807395745
4419	0.899434296	0.2807264805
4420	0.899416782	0.280691909
4421	0.8993817539	0.2806739819
4422	0.8993116976	0.2806507959
4423	0.899416782	0.2806206676
4424	0.899434296	0.2806069108
4425	0.8993992679	0.2805913376
4426	0.8994518101	0.2805597539
4427	0.899434296	0.2805410257
4428	0.8994868382	0.2805140101
4429	0.8994518101	0.2804880012
4430	0.899434296	0.2804723059
4431	0.899416782	0.2804455445
4432	0.8995919225	0.2804132254
4433	0.8995393804	0.280397483
4434	0.8995218663	0.2803838177
4435	0.8995568944	0.2803703674
4436	0.8995393804	0.2803556014
4437	0.8995043522	0.2803372788
4438	0.8994693241	0.2803223301
4439	0.8994868382	0.2803114541
4440	0.8994693241	0.2802847418
4441	0.8995393804	0.2802672272
4442	0.8995393804	0.2802385369
4443	0.8995043522	0.2802173985
4444	0.8995218663	0.2802052227
4445	0.8995218663	0.2801894559
4446	0.8996970068	0.2801584943
4447	0.8996794928	0.2801419368
4448	0.899732035	0.2801266324
4449	0.899732035	0.2801211415
4450	0.8996619787	0.280108391
4451	0.899732035	0.2800900199
4452	0.899749549	0.2800570449
4453	0.8997145209	0.2800420822
4454	0.8998196052	0.280010769
4455	0.8997845771	0.2799995402
4456	0.8997845771	0.2799755255
4457	0.899749549	0.2799562109
4458	0.8998196052	0.2799302275
4459	0.8997670631	0.2799201417
4460	0.899732035	0.2799084345
4461	0.8997845771	0.2798806996
4462	0.8998020912	0.279860472
4463	0.8997670631	0.2798437233
4464	0.8998196052	0.2798303579
4465	0.8998196052	0.2798139171
4466	0.8998896615	0.2797906299
4467	0.8998721474	0.2797605769
4468	0.8998721474	0.279747532
4469	0.8998896615	0.2797304216
4470	0.8998896615	0.2797056806
4471	0.8998721474	0.279692466
4472	0.8998896615	0.2796634995
4473	0.8998546333	0.2796473911
4474	0.8999246896	0.2796367596
4475	0.8998896615	0.2796145161
4476	0.8999071755	0.279593833
4477	0.8999071755	0.2795813962
4478	0.8998896615	0.2795619124
4479	0.8999772317	0.279528019
4480	0.8999772317	0.2795057744
4481	0.900064802	0.2794798643
4482	0.9000472879	0.2794455621
4483	0.9000122598	0.2794212586
4484	0.9000122598	0.2794055496
4485	0.8999597177	0.2793704873
4486	0.8998896615	0.2793398956
4487	0.8999071755	0.2793140042
4488	0.8998721474	0.2792939028
4489	0.8999422036	0.279281869
4490	0.8999246896	0.2792537083
4491	0.8999071755	0.2792468713
4492	0.8999422036	0.2792319137
4493	0.8999246896	0.2792070149
4494	0.8999597177	0.2791845854
4495	0.9000472879	0.2791412481
4496	0.9000297739	0.2791226465
4497	0.9000122598	0.2791011236
4498	0.8999947458	0.2790825258
4499	0.8999772317	0.279060491
4500	0.9000297739	0.279050393
4501	0.9000823161	0.2790260463
4502	0.9001173442	0.279016098
4503	0.9001698863	0.2789977602
4504	0.9001348582	0.2789876688
4505	0.9001698863	0.2789639559
4506	0.9001874004	0.2789418493
